"doc_id","section_name","content"
"31140145","articletitle","Genome-wide mining of respiratory burst homologs and its expression in response to biotic and abiotic stresses in Triticum aestivum."
"31140145","abstracttext_background","Membrane-bound NADPH oxidases (Nicotinamide adenine ainucleotide phosphate oxidase) also called respiratory burst oxidase homologs (Rboh) play an essential role in ROS production under normal as well as environmental stress conditions in plants."
"31140145","abstracttext_objective","To identify and study respiratory burst homologs (Rboh) from the wheat genome as well as characterize their role in various biological and molecular processes along with expression in response to biotic and abiotic stresses."
"31140145","abstracttext_methods","The Rboh homologs in the wheat genome were predicted based on data processing, alignment of sequences and phylogenetic analysis of sequences in numerous plant species and wheat. The conserved motifs were known followed by domain design study. The 3-D structure prediction and similarity modeling were administered for NADPH enzyme domain. Gene ontology and a functional study were done in addition to expression analysis of Triticum aestivum respiratory burst oxidase (TaRboh) gene family in response to biotic as well as abiotic stress."
"31140145","abstracttext_results","Phylogenetic analysis of Rboh gene family members among seven plant species including wheat, classified the family into four subfamilies. Rboh genes are mainly involved in various biological processes such as Response to oxidative stress, Superoxide anion generation, Hydrogen peroxide biosynthetic process. Among the molecular functions, calcium ion binding, peroxidase activity, oxidoreductase activity, superoxide-generating NADPH oxidase activity are essential. Enzyme annotation of the family and superfamily revealed that it encodes to five structural clusters and coding to enzymes NAD(P)H oxidase (H 2 O 2 -forming) (EC:1.6.3.1), Ferric-chelate reductase (NADH) (EC: 1.16.1.7), Peroxidase (EC: 1.11.1.7), Ribose-phosphate diphosphokinase (EC: 2.7.6.1). The enzymes contain six membrane-spanning domains, two hemes, and conserved motifs associated with NADPH, EF-hand and FAD binding. The outcomes additionally reflect a distinct role of this enzyme in different molecular functions which are responsible for the stress signaling. Further, the transcripts of TaRboh found expressed in various plant parts such as stem, leaves, spike, seed, and roots. We also observed expression of these gene family members under drought/combination of drought + heat and important wheat pathogens such as Puccinia striformis, Blumeria graminis f.sp. tritici, Fusarium graminiarum, F. pseudograminiarum, and Zymoseptoria tritici."
"31140145","abstracttext_conclusions","The investigation demonstrated that identified respiratory burst homologs (Rboh) in T. aestivum were involved in pathogen activated ROS production and have regulatory functions in cell death and defense responses."
"29258257","articletitle","AetMYC1, the Candidate Gene Controlling the Red Coleoptile Trait in Aegilops tauschii Coss. Accession As77."
"29258257","abstracttext","The red coleoptile trait can help monocotyledonous plants withstand stresses, and key genes responsible for the trait have been isolated from Triticum aestivum , Triticum urartu , and Triticum monococcum , but no corresponding research has been reported for Aegilops tauschii . In this research, transcriptome analysis was performed to isolate the candidate gene controlling the white coleoptile trait in Ae. tauschii . There were 5348 upregulated, differentially-expressed genes (DEGs) and 4761 downregulated DEGs in red coleoptile vs. white coleoptile plants. Among these DEGs, 12 structural genes and two transcription factors involved in anthocyanin biosynthesis were identified. The majority of structural genes showed lower transcript abundance in the white coleoptile of accession 'As77' than in the red coleoptile of accession 'As60', which implied that transcription factors related to anthocyanin biosynthesis could be the candidate genes. The MYB and MYC transcription factors AetMYB7D and AetMYC1 were both isolated from Ae. tauschii accessions 'As60' and 'As77', and their transcript levels analyzed. The coding sequence and transcript level of AetMYB7D showed no difference between 'As60' and 'As77'. AetMYC1p encoded a 567-amino acid polypeptide in 'As60' containing the entire characteristic domains, bHLH-MYC_N, HLH, and ACT-like, belonging to the gene family involved in regulating anthocyanin biosynthesis. AetMYC1w encoded a 436-amino acid polypeptide in 'As77' without the ACT-like domain because a single nucleotide mutation at 1310 bp caused premature termination. Transient expression of AetMYC1p induced anthocyanin biosynthesis in 'As77' with the co-expression of AetMYB7D , while AetMYC1w could not cause induced anthocyanin biosynthesis under the same circumstances. Moreover, the transcript abundance of AetMYC1w was lower than that of AetMYC1p . AetMYC1 appears to be the candidate gene controlling the white coleoptile trait in Ae. tauschii , which can be used for potential biotech applications, such as producing new synthetic hexaploid wheat lines with different coleoptile colors."
"20089768","articletitle","Down-regulation of the CSLF6 gene results in decreased (1,3;1,4)-beta-D-glucan in endosperm of wheat."
"20089768","abstracttext","(1,3;1,4)-beta-d-Glucan (beta-glucan) accounts for 20% of the total cell walls in the starchy endosperm of wheat (Triticum aestivum) and is an important source of dietary fiber for human nutrition with potential health benefits. Bioinformatic and array analyses of gene expression profiles in developing caryopses identified the CELLULOSE SYNTHASE-LIKE F6 (CSLF6) gene as encoding a putative beta-glucan synthase. RNA interference constructs were therefore designed to down-regulate CSLF6 gene expression and expressed in transgenic wheat under the control of a starchy endosperm-specific HMW subunit gene promoter. Analysis of wholemeal flours using an enzyme-based kit and by high-performance anion-exchange chromatography after digestion with lichenase showed decreases in total beta-glucan of between 30% and 52% and between 36% and 53%, respectively, in five transgenic lines compared to three control lines. The content of water-extractable beta-glucan was also reduced by about 50% in the transgenic lines, and the M(r) distribution of the fraction was decreased from an average of 79 to 85 x 10(4) g/mol in the controls and 36 to 57 x 10(4) g/mol in the transgenics. Immunolocalization of beta-glucan in semithin sections of mature and developing grains confirmed that the impact of the transgene was confined to the starchy endosperm with little or no effect on the aleurone or outer layers of the grain. The results confirm that the CSLF6 gene of wheat encodes a beta-glucan synthase and indicate that transgenic manipulation can be used to enhance the health benefits of wheat products."
"27650191","articletitle","The seed dormancy allele TaSdr-A1a associated with pre-harvest sprouting tolerance is mainly present in Chinese wheat landraces."
"27650191","abstracttext_key message","We cloned TaSdr - A1 gene, and developed a gene-specific marker for TaSdr - A1 . A QTL for germination index at the TaSdr - A1 locus was identified in the Yangxiaomai/Zhongyou 9507 RIL population. Pre-harvest sprouting (PHS) affects yield and end-use quality in bread wheat (Triticum aestivum L.). In the present study we found an association between the TaSdr-A1 gene and PHS tolerance in bread wheat. TaSdr-A1 on chromosome 2A was cloned using a homologous cloning approach. Sequence analysis of TaSdr-A1 revealed an SNP at position 643, with the G allele being present in genotypes with lower germination index (GI) values and A in those with higher GI. These alleles were designated as TaSdr-A1a and TaSdr-A1b, respectively. A cleaved amplified polymorphism sequence (CAPS) marker Sdr2A based on the SNP was developed, and linkage mapping and QTL analysis were conducted to confirm the association between TaSdr-A1 and seed dormancy. Sdr2A was located in a 2.9 cM interval between SSR markers Xgwm95 and Xgwm372. A QTL for GI at the TaSdr-A1 locus explained 6.6, 7.3, and 8.2 % of the phenotypic variances in a Yangxiaomai/Zhongyou 9507 RIL population grown at Beijing, Shijiazhuang, and the averaged data from the two environments, respectively. Two sets of Chinese wheat cultivars used for validating the TaSdr-A1 polymorphism and the corresponding gene-specific marker Sdr2A showed that TaSdr-A1 was significantly associated with GI. Among 29 accessions with TaSdr-A1a, 24 (82.8 %) were landraces, indicating the importance of Chinese wheat landraces as sources of PHS tolerance. This study identified a novel PHS resistance allele TaSdr-A1a mainly presented in Chinese landraces and it is likely to be the causal gene for QPhs.ccsu-2A.3, providing new information for an understanding of seed dormancy."
"11126566","articletitle","New members of a cold-responsive group-3 Lea/Rab-related Cor gene family from common wheat (Triticum aestivum L.)."
"11126566","abstracttext","A Cor (cold-responsive) cDNA that belongs to the group-3 Lea (late embryogenesis abundant)/Rab (responsive to abscisic acid, ABA) family was isolated from a winter-hardy cultivar of common wheat (Triticum aestivum L.). Screening of a cold-acclimated cDNA library was performed using an ABA- and other stress-responsive barley cDNA clone, Hva1, as a probe. A wheat cDNA clone (designated as Wrab19) putatively encoded a basic (pI = 10.3) and hydrophobic protein with 179 amino acids. The deduced protein showed characteristics of the group-3 LEA/RAB protein family. In contrast to the single copy barley Hva1, Wrab19 belonged to a multigene family in the hexaploid wheat genome and six loci were assigned to the homoeologous group 1 chromosomes. Using Wrab19 as a probe, four homologous cDNAs (designated as Wrab17) were isolated that encoded acidic (pI = 4.6-4.7) and hydrophobic proteins, all with 166 amino acids. The deduced proteins showed high homology (a mean of 84% identity) with a barley gibberellic acid (GA3)-inducible protein, ES2A, and several other group-3 LEA/RAB proteins. Wrab17 was considered to be a three-copy gene and each copy was assigned to chromosome 5A, 4B or 4D of hexaploid wheat. Transcripts of both Wrab19 and Wrab17 accumulated within 1 day of cold acclimation at 4 degrees C. They were responsive to ABA and/or GA3, but showed some cultivar differences in their response to these plant hormones. We conclude that the two genes are new members of the group-3 Lea/Rab-related Cor gene family in wheat."
"18305921","articletitle","Molecular characterization and genomic organization of low molecular weight glutenin subunit genes at the Glu-3 loci in hexaploid wheat (Triticum aestivum L.)."
"18305921","abstracttext","In this study, we report on the molecular characterization and genomic organization of the low molecular weight glutenin subunit (LMW-GS) gene family in hexaploid wheat (Triticum aestivum L.). Eighty-two positive BAC clones were identified to contain LMW-GS genes from the hexaploid wheat 'Glenlea' BAC library via filter hybridization and PCR validation. Twelve unique LMW glutenin genes and seven pseudogenes were isolated from these positive BAC clones by primer-template mismatch PCR and subsequent primer walking using hemi-nested touchdown PCR. These genes were sequenced and each consisted of a single-open reading frame (ORF) and untranslated 5' and 3' flanking regions. All 12 LMW glutenin subunits contained eight cysteine residues. The LMW-m-type subunits are the most abundant in hexaploid wheat. Of the 12 LMW-GS, 1, 2 and 9 are i-type, s-type and m-type, respectively. The phylogenetic analysis suggested that the LMW-i type gene showed greater differences to LMW-s and LMW-m-type genes, which, in turn, were more closely related to one another. On the basis of their N-terminal sequences, they were classified into nine groups. Fingerprinting of the 82 BAC clones indicated 30 BAC clones assembled into eight contigs, while the remaining clones were singletons. BAC end sequencing of the 82 clones revealed that long terminal repeat (LTR) retrotransposons were abundant in the Glu-3 regions. The average physical distance between two adjacent LMW-GS genes was estimated to be 81 kb. Most of LMW-GS genes are located in the D: -genome, suggesting that the Glu-D3 locus is much larger than the Glu-B3 locus and Glu-A3 locus. Alignments of sequences indicated that the same type (starting with the same N-terminal sequence) LMW-GS genes were highly conserved in the homologous genomes between hexaploid wheat and its donors such as durum wheat and T. tauschii."
"22718510","articletitle","Identification, characterization and mapping of differentially expressed genes in a winter wheat cultivar (Centenaire) resistant to Fusarium graminearum infection."
"22718510","abstracttext","Fusarium head blight (FHB), predominantly caused by Fusarium graminearum, is a destructive disease that poses a serious threat to wheat (Triticum aestivum L.) production around the world. A suppression subtractive hybridization (SSH) cDNA library was constructed from F. graminearum infected spikes of a resistant Belgian winter wheat variety Centenaire, exhibiting Type II resistance to FHB. Forty-three differentially expressed transcripts were identified and classified in different categories according to their predicted function, including proteins involved in defense response, signaling, transport of molecules, metabolism and proteins with unknown function. Time-course gene expression analysis between the FHB resistant genotype Centenaire and the susceptible genotype Robigus was carried out on twelve selected genes in order to validate the SSH screening. Real-time quantitative polymerase chain reaction showed that the selected transcripts were differentially expressed between the resistant and the susceptible genotype at three-time points (24, 48 and 72 h) after inoculation with the pathogen, and mostly, the transcripts accumulation rates were higher in the FHB-resistant as compared to the susceptible one. Thirty identified differentially expressed loci were mapped on the corresponding wheat chromosomes either by in silico analysis or by PCR-based mapping strategy, and fifteen of these loci were located within or nearby chromosomal regions known to have quantitative trait loci for FHB resistance in winter wheat cultivars. This work emphasizes the differential gene expression between the FHB-resistant winter wheat Centenaire and the susceptible Robigus and highlights the putative genes and mechanism involved in the disease resistance reaction."
"22643902","articletitle","SNP identification and allelic-specific PCR markers development for TaGW2, a gene linked to wheat kernel weight."
"22643902","abstracttext","TaGW2, an orthologous gene of rice OsGW2, has been associated with kernel width and weight of bread wheat (Triticum aestivum). Difference in TaGW2 coding sequence was not found among different wheat varieties in previous researches. In this study, we found eight exons and seven introns in TaGW2 with a full-length cDNA sequence of 1,275 bp, which contains a conserved function domain and seven splice sites that shared homology with rice OsGW2. A single T-base insertion in the eighth exon of TaGW2 on chromosome 6A was detected in a large-kernel wheat variety, Lankaodali. This insertion mutation reduces the coding protein sequence from normal 424 amino acids (~47.2 kDa) to 328 amino acids (~37.1 kDa) by truncating 96 amino acids. The result was validated by identifying histidine-tagged TaGW2 proteins encoded by both alleles of the mutant and the wild types in SDS-PAGE. Allele-specific PCR markers were developed based on the single nucleotide polymorphism (SNP) site. The SNP markers were genotyped for an F(2) segregation population from the cross of Lankaodali × Chinese Spring. Seed traits of F(2:3) families were evaluated in three different environments. The association analysis indicated that F(2:3) families with the mutated TaGW2 allele significantly increased kernel width (KW) and thousand-kernel weight (TKW), and slightly improved kernel length (KL). Using the SNP markers, another two varieties harbored the mutated TaGW2 allele were successfully identified from 22 additional wheat varieties, and they both have large KW and TKW. Cloning and sequencing of the gene further confirmed the functions of the mutated allele of TaGW2 in the two large kernel varieties. The results suggested that TaGW2 may negatively regulate kernel size variation, which shares the same function as OsGW2 in rice. The successful development of SNP markers provides a useful tool for improving kernel yield in wheat."
"20965441","articletitle","A novel Ta.AGP.S.1b transcript in Chinese common wheat (Triticum aestivum L.)."
"20965441","abstracttext","ADP-glucose pyrophosphorylase (AGPase), the key enzyme of starch synthesis in plants, is composed of two small and two large subunits, and has plastidial and cytosolic isoforms. In kernels of wheat (Triticum aestivum L.) and barley (Hordeum vulgare L.), transcripts for cytosolic (Ta.AGP.S1a) and plastidial (Ta.AGP.S1b) small subunits of AGPase were encoded by the same gene (Ta.AGP.S.1) by use of the alternative first exons. In this study, a cDNA sequence (1631 bp) [NCBI: EU586278] encoding a novel Ta.AGP.S1b transcript was isolated in kernels of Chinese common wheat cultivars. Compared with another Ta.AGP.S1b transcript [NCBI: FJ643609] isolated in kernels of non-Chinese wheat cultivars, EU586278 lacked a long fragment (117 bp) at its 5'terminal, resulting in a shorten transit peptide. The lacked fragments of Ta.AGP.S1b (EU586278) were universally found in surveyed 22 Chinese common wheat cultivars. Partial genomic DNA sequence [NCBI: FJ907395] of Ta.AGP.S.1 gene, which was corresponded to 5'terminal of EU586278 transcript, was also isolated in Chinese common cultivars and sequencing indicated that FJ907395 contained the corresponding lacked fragment of EU586278 transcript, inferring the lacked fragment in EU586278 transcript was not present in the genome, but possibly occurred at transcription level. Using TargetP software, the predicated transit peptide of putative plastidial SSU encoded by EU586278 contained merely 25 amino acids, considerably shorter than those of other plant AGP. S.1bs (54-70 amino acids). Phylogenetic tree analysis indicated that the amino acid sequence of EU586278 transit peptide was not clustered together with those of other wheat Ta.AGP.S1bs [NCBI: AF536819 and FJ643609] and barley AGP.S1b [NCBI: Z48563]. These implied that EU586278 could be a novel Ta.AGP.S1b transcript. Semi-quantitative PCR analysis indicated that transcripts of EU586278 were abundantly expressed in leaf, moderately in endosperm and stem, and weakly in root."
"21327447","articletitle","TaNF-YB3 is involved in the regulation of photosynthesis genes in Triticum aestivum."
"21327447","abstracttext","Nuclear factor Y (NF-Y) transcription factor is a heterotrimer comprised of three subunits: NF-YA, NF-YB and NF-YC. Each of the three subunits in plants is encoded by multiple genes with differential expression profiles, implying the functional specialisation of NF-Y subunit members in plants. In this study, we investigated the roles of NF-YB members in the light-mediated regulation of photosynthesis genes. We identified two NF-YB members from Triticum aestivum (TaNF-YB3 & 7) which were markedly upregulated by light in the leaves and seedling shoots using quantitative RT-PCR. A genome-wide coexpression analysis of multiple Affymetrix Wheat Genome Array datasets revealed that TaNF-YB3-coexpressed transcripts were highly enriched with the Gene Ontology term photosynthesis. Transgenic wheat lines constitutively overexpressing TaNF-YB3 had a significant increase in the leaf chlorophyll content, photosynthesis rate and early growth rate. Quantitative RT-PCR analysis showed that the expression levels of a number of TaNF-YB3-coexpressed transcripts were elevated in the transgenic wheat lines. The mRNA level of TaGluTR encoding glutamyl-tRNA reductase, which catalyses the rate-limiting step of the chlorophyll biosynthesis pathway, was significantly increased in the leaves of the transgenic wheat. Significant increases in the expression level in the transgenic plant leaves were also observed for four photosynthetic apparatus genes encoding chlorophyll a/b-binding proteins (Lhca4 and Lhcb4) and photosystem I reaction centre subunits (subunit K and subunit N), as well as for a gene coding for chloroplast ATP synthase γ subunit. These results indicate that TaNF-YB3 is involved in the positive regulation of a number of photosynthesis genes in wheat."
"24344140","articletitle","Effects of nitrogen nutrition on the synthesis and deposition of the ω-gliadins of wheat."
"24344140","abstracttext_background and aims","The ω-gliadin storage proteins of wheat are of interest in relation to their impact on grain processing properties and their role in food allergy, particularly the ω-5 sub-group and wheat-dependent exercise-induced anaphylaxis. The ω-gliadins are also known to be responsive to nitrogen application. This study therefore compares the effects of cultivar and nitrogen availability on the synthesis and deposition of ω-gliadins in wheat grown under field conditions in the UK, including temporal and spatial analyses at the protein and transcript levels."
"24344140","abstracttext_methods","SDS-PAGE, western blotting and N-terminal amino acid sequencing were used to compare the patterns of ω-gliadin components in mature grain of six British wheat (Triticum aestivum) cultivars and their accumulation during the development of grain grown in field plots with varying nitrogen supply. Changes in gene expression during development were determined using real-time reverse transcription-PCR (RT-PCR). Spatial patterns of gene expression and protein accumulation were determined by in situ hybridization and immunofluorescence microscopy, respectively."
"24344140","abstracttext_key results","Two patterns of ω-gliadins were identified in the six cultivars, including both monomeric 'gliadin' proteins and subunits present in polymeric 'glutenin' fractions. Increasing the level of nitrogen fertilizer in field plots resulted in increased expression of ω-gliadin transcripts and increased proportions of ω-5 gliadins. Nitrogen supply also affected the spatial patterns of ω-gliadin synthesis and deposition, which were differentially increased in the outer layers of the starchy endosperm with high levels of nitrogen."
"24344140","abstracttext_conclusions","Wheat ω-gliadins vary in amount and composition between cultivars, and in their response to nitrogen supply. Their spatial distribution is also affected by nitrogen supply, being most highly concentrated in the sub-aleurone cells of the starchy endosperm under higher nitrogen availability."
