observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
DI05025itknt,2813899,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,49613,https://doi.org/10.15454/VCOHOG,DI05025,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,82,,"147,5",,"69,9",,122,,"79,9",,4,
DI05004itkt,2813896,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,49451,https://doi.org/10.15454/HTYOGZ,DI05004,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,148,,"67,4",,"97,4",,"85,2",,,
EM04241itknt,2813939,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,27040,https://doi.org/10.15454/AB7Z4M,EM04241,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,78,,"148,5",,"63,4",,"115,3",,"75,5",,9,
DI05025itkt,2813900,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,49613,https://doi.org/10.15454/VCOHOG,DI05025,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"146,5",,"69,9",,"103,6",,"90,7",,,
CF04022itknt,2813941,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26895,https://doi.org/10.15454/CQ8LNQ,CF04022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,75,,"147,5",,"70,4",,"93,6",,"61,3",,8,
DI05003-2itkt,2813922,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,49014,https://doi.org/10.15454/UKELLG,DI05003-2,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,148,,69,,"90,2",,79,,,
EM04081itkt,2813920,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,155,,"68,4",,"101,1",,"88,5",,,
DI05003-2itknt,2813921,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,49014,https://doi.org/10.15454/UKELLG,DI05003-2,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,80,,148,,"66,2",,"93,2",,61,,4,
CF04022itkt,2813942,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26895,https://doi.org/10.15454/CQ8LNQ,CF04022,VIRTUAL_TRIAL,,,,,,,,treated,2006,72,,"147,5",,"64,2",,"95,1",,"83,2",,,
Farandoleitkt,2813930,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"143,5",,"66,4",,"105,6",,"92,5",,,
RE03019itkt,2813948,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,treated,2006,90,,"148,5",,"70,2",,"104,5",,"91,5",,,
DI05001-2itkt,2813918,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48759,https://doi.org/10.15454/YRTCHQ,DI05001-2,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,"148,5",,"69,2",,"107,7",,"94,2",,,
CF04184itknt,2813945,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26896,https://doi.org/10.15454/PBJIBN,CF04184,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,82,,"147,5",,"69,4",,"121,6",,"79,6",,4,
RE03019itknt,2813947,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,90,,"148,5",,"70,8",,"118,3",,"77,5",,6,
CF04184itkt,2813946,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26896,https://doi.org/10.15454/PBJIBN,CF04184,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,147,,"69,4",,"100,2",,"87,7",,,
DI05001-2itknt,2813917,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48759,https://doi.org/10.15454/YRTCHQ,DI05001-2,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,75,,"148,5",,"67,6",,"117,4",,"76,9",,6,
DI05003itkt,2813956,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,"148,5",,"68,1",,"96,1",,"84,2",,,
DI05021itknt,2813949,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26919,https://doi.org/10.15454/6JPD2I,DI05021,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,82,,"145,5",,70,,"128,4",,"84,1",,5,
RE04009itkt,2813902,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"147,5",,"67,4",,"98,7",,"86,4",,,
RE04009itknt,2813901,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,88,,"148,5",,72,,"110,6",,"72,4",,6,
Apacheitkt,2813916,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2006,70,,"144,5",,"71,2",,"96,5",,"84,5",,,
DI05021itkt,2813950,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26919,https://doi.org/10.15454/6JPD2I,DI05021,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,145,,"69,1",,"108,3",,"94,8",,,
Apacheitknt,2813915,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,75,,145,,"69,4",,"97,1",,"63,6",,8,
CF04048itkt,2813926,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48884,https://doi.org/10.15454/NK9ZXF,CF04048,VIRTUAL_TRIAL,,,,,,,,treated,2006,88,,"146,5",,"68,2",,"106,3",,"93,1",,,
DI05020itknt,2813951,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,62005,https://doi.org/10.15454/Q0EAS8,DI05020,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,82,,"144,5",,"70,6",,"123,9",,"81,2",,4,
CF04048itknt,2813925,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48884,https://doi.org/10.15454/NK9ZXF,CF04048,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,92,,"146,5",,"68,2",,"111,4",,73,,6,
DI05020itkt,2813952,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,62005,https://doi.org/10.15454/Q0EAS8,DI05020,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,"144,5",,"70,1",,"112,3",,"98,3",,,
DI05003itknt,2813955,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,80,,"148,5",,"69,3",,"98,6",,"64,6",,6,
EM04081itknt,2813919,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,85,,155,,"75,2",,"123,9",,"81,2",,2,
EM03332itkt,2813924,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26986,https://doi.org/10.15454/VOIUNY,EM03332,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"148,5",,"68,4",,"101,2",,"88,6",,,
Chargeritkt,2813932,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2006,72,,"147,5",,"66,1",,99,,"86,7",,,
RE04043itkt,2813908,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26832,https://doi.org/10.15454/05HCVU,RE04043,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,149,,"66,4",,"99,9",,"87,4",,,
Chargeritknt,2813931,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,72,,148,,"69,2",,"98,9",,"64,8",,9,
EM03332itknt,2813923,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26986,https://doi.org/10.15454/VOIUNY,EM03332,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,88,,149,,61,,"119,9",,"78,5",,3,
CF04076itknt,2813897,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,27039,https://doi.org/10.15454/YH3ACK,CF04076,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,82,,"145,5",,"61,8",,"121,8",,"79,8",,3,
DI05014itkt,2813910,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"149,5",,66,,"101,8",,"89,1",,,
DI05014itknt,2813909,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,88,,"150,5",,"65,8",,"122,9",,"80,5",,NA,
RE04043itknt,2813907,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26832,https://doi.org/10.15454/05HCVU,RE04043,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,78,,151,,69,,"106,1",,"69,5",,7,
EM04145itknt,2813911,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,75,,"146,5",,"73,2",,111,,"72,7",,5,
Caphornitknt,2813927,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,78,,145,,"69,6",,"104,7",,"68,6",,5,
EM03234itknt,2813935,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48522,https://doi.org/10.15454/KJPPWH,EM03234,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,72,,153,,"70,6",,"104,7",,"68,6",,5,
Caphornitkt,2813928,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,"145,5",,"69,3",,"102,8",,90,,,
CF04076itkt,2813898,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,27039,https://doi.org/10.15454/YH3ACK,CF04076,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,"144,5",,67,,106,,"92,8",,,
CF04043itkt,2813914,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,treated,2006,88,,143,,"67,8",,"115,5",,"101,1",,,
EM04181itkt,2813938,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,147,,"66,2",,"103,9",,"90,9",,,
CF04043itknt,2813913,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,90,,145,,"71,8",,"123,5",,"80,9",,7,
Orvantisitkt,2813944,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,147,,"70,6",,"101,7",,89,,,
EM03234itkt,2813936,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48522,https://doi.org/10.15454/KJPPWH,EM03234,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"151,5",,"62,8",,"100,8",,"88,2",,,
EM04181itknt,2813937,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,80,,147,,"69,7",,"107,5",,"70,4",,6,
Orvantisitknt,2813943,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,85,,"147,5",,"68,8",,"99,3",,65,,9,
Hendrixitkt,2813904,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"146,5",,72,,"100,7",,"88,1",,,
Hendrixitknt,2813903,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2006,90,,"146,5",,"66,8",,"129,9",,"85,1",,NA,
EM04241itkt,2813940,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,27040,https://doi.org/10.15454/AB7Z4M,EM04241,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,147,,66,,108,,"94,5",,,
RE04022itkt,2813906,BTH_Orgeval_2006_SetA2,BTH_Orgeval_2006_SetA2,26831,https://doi.org/10.15454/CK12PW,RE04022,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"148,5",,70,,"109,6",,"95,9",,,
