observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
CF08139itkt,2844212,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27801,https://doi.org/10.15454/1DEONX,CF08139,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF08139itkfi,2844211,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27801,https://doi.org/10.15454/1DEONX,CF08139,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,66,,,,"86,6",,,,"252,6",,,,,,,,77,,448,,12,,"76,4",,,,1800,,,
AO09007itkfi,2844185,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27776,https://doi.org/10.15454/4JXOGF,AO09007,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
AO09007itkt,2844186,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27776,https://doi.org/10.15454/4JXOGF,AO09007,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
DI09015itkt,2844190,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27811,https://doi.org/10.15454/N3NIWD,DI09015,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
DI09015itkfi,2844189,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27811,https://doi.org/10.15454/N3NIWD,DI09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,57,,,,94,,,,251,,,,,,,,65,,457,,"12,2",,"74,3",,,,1650,,,
DI09017itkt,2844270,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27812,https://doi.org/10.15454/BEWTVM,DI09017,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
DI09017itkfi,2844269,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27812,https://doi.org/10.15454/BEWTVM,DI09017,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"67,6",,,,"81,5",,,,"249,2",,,,,,,,65,,465,,"11,6",,"75,8",,,,1780,,,
DI09004itkfi,2844223,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27808,https://doi.org/10.15454/GGTVHF,DI09004,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"48,8",,,,87,,,,"235,8",,,,,,,,35,,411,,"11,5",,"74,7",,,,1450,,,
DI09004itkt,2844224,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27808,https://doi.org/10.15454/GGTVHF,DI09004,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
AO09014itkfi,2844233,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27781,https://doi.org/10.15454/NMD5FO,AO09014,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"39,5",,,,"95,5",,,,235,,,,,,,,23,,425,,"12,5",,"72,6",,,,1600,,,
AO09014itkt,2844234,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27781,https://doi.org/10.15454/NMD5FO,AO09014,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF07002itkfi,2844263,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
CF07002itkt,2844264,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF05162itkt,2844208,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,5",,94,,88,,,,13,,,,85,,,,186,,,,91,,"0,98",,238,,65,,413,,"13,9",,NA,,1338,,,,47,
CF05162itkfi,2844207,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
AO09015itkt,2844232,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27897,https://doi.org/10.15454/QWJPTN,AO09015,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
AO09015itkfi,2844231,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27897,https://doi.org/10.15454/QWJPTN,AO09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"42,5",,,,"73,2",,,,"215,8",,,,,,,,67,,478,,13,,78,,,,1700,,,
DI09006itkt,2844172,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
DI09006itkfi,2844171,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"33,5",,,,87,,,,"220,5",,,,,,,,20,,362,,"12,7",,"71,5",,,,1400,,,
CF07018itkt,2844218,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF07018itkfi,2844217,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07019itkfi,2844187,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07019itkt,2844188,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
RE07093itkt,2844246,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27307,https://doi.org/10.15454/CSESMY,RE07093,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
RE07093itkfi,2844245,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27307,https://doi.org/10.15454/CSESMY,RE07093,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE08030itkt,2844228,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27308,https://doi.org/10.15454/4AWT90,RE08030,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
RE08030itkfi,2844227,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27308,https://doi.org/10.15454/4AWT90,RE08030,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,35,,,,"91,1",,,,"226,1",,,,,,,,82,,379,,"12,2",,"79,8",,,,1450,,,
Hendrixitkt,2844170,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,4",,102,,94,,,,44,,,,96,,,,234,,,,106,,"1,05",,365,,NA,,408,,14,,"81,6",,1653,,,,65,
Hendrixitkfi,2844169,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Folkloritkt,2844176,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2009,26,,137,,100,,,,62,,,,99,,,,261,,,,68,,"0,5",,241,,70,,410,,"13,3",,NA,,1823,,,,44,
Folkloritkfi,2844175,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07040itkt,2844254,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
RE07040itkfi,2844253,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
EM08019itkt,2844240,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM08019itkfi,2844239,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"62,6",,,,"76,9",,,,"239,5",,,,,,,,56,,416,,"12,5",,"71,4",,,,1800,,,
Apacheitkt,2844214,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2009,"23,9",,116,,94,,,,69,,,,80,,,,243,,,,57,,"0,5",,192,,NA,,410,,"13,2",,"79,6",,1655,,,,37,
Apacheitkfi,2844213,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"67,5",,,,97,,,,"264,5",,,,,,,,57,,415,,"12,2",,"76,7",,,,1850,,,
CF07022itkfi,2844261,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
CF07022itkt,2844262,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
Skerzzoitkfi,2844251,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Skerzzoitkt,2844252,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2009,"28,2",,161,,88,,,,52,,,,82,,,,222,,,,64,,"0,4",,256,,63,,430,,"14,3",,NA,,1685,,,,62,
Toisondoritkt,2844174,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
Toisondoritkfi,2844173,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"33,5",,,,"79,2",,,,"212,8",,,,,,,,56,,404,,"10,5",,78,,,,1350,,,
Flamenkoitkfi,2844229,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Flamenkoitkt,2844230,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,4",,102,,94,,,,54,,,,98,,,,246,,,,79,,"0,78",,224,,79,,371,,"13,3",,NA,,1705,,,,42,
Lyrikitkt,2844272,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,21,,89,,91,,,,60,,,,94,,,,245,,,,80,,"0,9",,246,,NA,,411,,"12,5",,"79,4",,1600,,,,42,
Lyrikitkfi,2844271,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Musikitkfi,2844191,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Musikitkt,2844192,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,"25,3",,130,,97,,,,53,,,,90,,,,240,,,,69,,"0,53",,248,,54,,425,,"13,4",,NA,,1690,,,,42,
Karillonitkt,2844256,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2009,"19,5",,77,,100,,,,51,,,,92,,,,243,,,,81,,"1,05",,182,,72,,417,,"12,8",,NA,,1528,,,,31,
Karillonitkfi,2844255,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Ghaytaitkt,2844250,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
Ghaytaitkfi,2844249,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Grapeliitkfi,2844195,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Grapeliitkt,2844196,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF08027itkfi,2844277,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"54,8",,,,"89,6",,,,"244,4",,,,,,,,62,,390,,"11,2",,"77,7",,,,1500,,,
CF08027itkt,2844278,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
Caphornitkt,2844226,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,1",,90,,100,,,,81,,,,84,,,,265,,,,116,,"1,29",,374,,NA,,419,,"13,7",,"78,4",,1808,,,,64,
Caphornitkfi,2844225,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"70,5",,,,87,,,,"257,5",,,,,,,,71,,443,,"12,5",,"74,2",,,,1950,,,
EM08024itkt,2844210,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM08024itkfi,2844209,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,66,,,,97,,,,263,,,,,,,,81,,432,,"12,9",,"77,3",,,,1800,,,
EM08277itkt,2844236,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27824,https://doi.org/10.15454/OUS6AU,EM08277,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM08277itkfi,2844235,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,27824,https://doi.org/10.15454/OUS6AU,EM08277,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"53,2",,,,"89,6",,,,"242,9",,,,,,,,57,,415,,"12,9",,"76,6",,,,1600,,,
CF08021itkt,2844268,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,49645,https://doi.org/10.15454/GXTRDY,CF08021,VIRTUAL_TRIAL,,,,,,,,treated,2009,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF08021itkfi,2844267,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,49645,https://doi.org/10.15454/GXTRDY,CF08021,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"36,5",,,,"79,5",,,,216,,,,,,,,91,,464,,"13,4",,"75,6",,,,1500,,,
