observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prec(CO_321:1000219),prec(CO_321:1000219).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF02144itkt,2788414,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,49253,gnpis_pui:holding-921_taxon-4898_accession-49253,CF02144,VIRTUAL_TRIAL,,,,,,,,treated,2003,134,,"115,7",,"59,3",
CF03426itkt,2788384,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48618,https://doi.org/10.15454/XWEHGT,CF03426,VIRTUAL_TRIAL,,,,,,,,treated,2003,128,,"109,2",,"55,9",
CF02143itkt,2788416,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,26420,https://doi.org/10.15454/UMTUQX,CF02143,VIRTUAL_TRIAL,,,,,,,,treated,2003,131,,"101,5",,52,
DI03005itkt,2788395,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,49723,gnpis_pui:holding-921_taxon-4898_accession-49723,DI03005,VIRTUAL_TRIAL,,,,,,,,treated,2003,132,,"81,6",,"41,8",
RE02081itkt,2788383,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48430,gnpis_pui:holding-921_taxon-4898_accession-48430,RE02081,VIRTUAL_TRIAL,,,,,,,,treated,2003,135,,"114,3",,"58,6",
EM02286itkt,2788392,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48836,gnpis_pui:holding-921_taxon-4898_accession-48836,EM02286,VIRTUAL_TRIAL,,,,,,,,treated,2003,136,,"110,3",,"56,5",
DI03006itkt,2788398,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48525,gnpis_pui:holding-921_taxon-4898_accession-48525,DI03006,VIRTUAL_TRIAL,,,,,,,,treated,2003,135,,"99,9",,"51,2",
Chargeritkt,2788396,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2003,134,,"108,2",,"55,4",
Caphornitkt,2788393,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2003,134,,"97,1",,"49,7",
DI03004itkt,2788390,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48815,gnpis_pui:holding-921_taxon-4898_accession-48815,DI03004,VIRTUAL_TRIAL,,,,,,,,treated,2003,133,,"56,9",,"29,1",
CF02127itkt,2788377,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48351,gnpis_pui:holding-921_taxon-4898_accession-48351,CF02127,VIRTUAL_TRIAL,,,,,,,,treated,2003,132,,"99,1",,"50,8",
EM02278itkt,2788378,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,49102,gnpis_pui:holding-921_taxon-4898_accession-49102,EM02278,VIRTUAL_TRIAL,,,,,,,,treated,2003,134,,"97,3",,"49,8",
DI03007itkt,2788397,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48823,gnpis_pui:holding-921_taxon-4898_accession-48823,DI03007,VIRTUAL_TRIAL,,,,,,,,treated,2003,128,,"107,1",,"54,8",
Soissonsitkt,2788411,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2003,131,,"88,5",,"45,3",
RE02185itkt,2788407,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,49498,gnpis_pui:holding-921_taxon-4898_accession-49498,RE02185,VIRTUAL_TRIAL,,,,,,,,treated,2003,134,,88,,"45,1",
Isengrainitkt,2788408,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2003,132,,"103,7",,"53,1",
RE02135itkt,2788381,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,49093,gnpis_pui:holding-921_taxon-4898_accession-49093,RE02135,VIRTUAL_TRIAL,,,,,,,,treated,2003,128,,"119,8",,"61,4",
CF02003itkt,2788412,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,49113,gnpis_pui:holding-921_taxon-4898_accession-49113,CF02003,VIRTUAL_TRIAL,,,,,,,,treated,2003,129,,"90,1",,"46,1",
RE01016itkt,2788375,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,48369,gnpis_pui:holding-921_taxon-4898_accession-48369,RE01016,VIRTUAL_TRIAL,,,,,,,,treated,2003,135,,"88,7",,"45,5",
DI03008itkt,2788394,BTH_Clermont-Ferrand_2003_SetB1,BTH_Clermont-Ferrand_2003_SetB1,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,treated,2003,131,,122,,"62,5",
