observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
AO07302itkt,2828374,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"49,3",,140,,"10,32",,"77,2",,"102,4",,,,119,,,,,,1,
AO07403itkt,2828368,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,48,,136,,"11,41",,"79,1",,"99,2",,,,"115,3",,,,,,"5,5",
Koreliitkt,2828383,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2008,98,,"48,5",,144,,"10,12",,"82,2",,"89,8",,,,"104,3",,,,,,"3,5",
Koreliitkfi,2828381,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"48,3",,144,,"9,49",,80,,"119,3",,2,,"94,9",,1,,2,,5,
AO07403itknt,2828367,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"97,5",,,,,,,,76,,"125,1",,"1,5",,"103,2",,1,,"2,5",,"3,5",
CF05161itkt,2828386,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,56,,140,,"10,89",,78,,"101,6",,,,118,,,,,,1,
Barokitknt,2828349,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"87,5",,,,,,,,"76,6",,"124,8",,1,,103,,1,,"1,5",,1,
AO07403itkfi,2828366,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"46,1",,136,,"9,57",,76,,123,,1,,"97,9",,"1,5",,1,,1,
CF05161itkfi,2828384,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"51,2",,140,,"10,57",,"74,4",,"110,3",,1,,"87,8",,1,,1,,1,
Barokitkt,2828350,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"47,1",,142,,"10,61",,"78,1",,"101,6",,,,"118,1",,,,,,1,
Barokitkfi,2828348,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"50,2",,140,,"9,13",,"74,2",,123,,1,,"97,9",,1,,1,,1,
RE05047itkfi,2828369,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,"51,3",,140,,"10,16",,"71,8",,"112,3",,1,,"89,4",,1,,"2,5",,1,
AO07127itkt,2828392,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2008,82,,"45,8",,138,,"11,02",,"79,6",,"97,7",,,,"113,5",,,,,,1,
Mendelitkt,2828401,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"56,2",,136,,"10,46",,"76,8",,101,,,,"117,3",,,,,,1,
AO07116itkt,2828461,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27755,https://doi.org/10.15454/IF7X64,AO07116,VIRTUAL_TRIAL,,,,,,,,treated,2008,98,,"48,1",,139,,"10,66",,"79,2",,"100,8",,,,"117,1",,,,,,1,
AO07311itknt,2828445,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"102,5",,,,,,,,79,,"134,7",,1,,"111,2",,1,,"1,5",,1,
Mendelitkfi,2828399,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,80,,"50,9",,136,,"9,56",,"69,2",,"107,9",,1,,"85,9",,1,,"2,5",,1,
Goreckiitkt,2828437,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"53,1",,135,,"11,32",,"77,8",,"101,9",,,,"118,5",,,,,,1,
CF05161itknt,2828385,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"87,5",,,,,,,,"74,6",,"114,7",,1,,"94,6",,1,,1,,1,
AO07803itkfi,2828408,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27764,https://doi.org/10.15454/NMXDOZ,AO07803,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"52,2",,140,,"10,68",,77,,"91,2",,1,,"72,5",,"1,5",,"1,5",,9,
AO07311itkt,2828446,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,VIRTUAL_TRIAL,,,,,,,,treated,2008,100,,"50,1",,138,,"10,6",,"80,4",,"102,5",,,,"119,2",,,,,,1,
AO07803itknt,2828409,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27764,https://doi.org/10.15454/NMXDOZ,AO07803,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,95,,,,,,,,"78,2",,"90,8",,1,,"74,9",,1,,3,,9,
AO07803itkt,2828410,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27764,https://doi.org/10.15454/NMXDOZ,AO07803,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,48,,141,,"11,52",,"78,1",,"75,3",,,,"87,5",,,,,,9,
EM05230itknt,2828463,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"87,5",,,,,,,,NA,,"117,4",,1,,"96,9",,"1,5",,1,,1,
AO07218itkfi,2828447,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27758,https://doi.org/10.15454/HQFX9Y,AO07218,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"45,2",,136,,"9,61",,70,,"104,2",,1,,"82,9",,"4,5",,2,,1,
AO07116itknt,2828460,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27755,https://doi.org/10.15454/IF7X64,AO07116,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"92,5",,,,,,,,"75,8",,"110,5",,1,,"91,2",,1,,"2,5",,1,
AO07311itkfi,2828444,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,105,,"50,2",,138,,"9,56",,"78,6",,131,,1,,"104,2",,1,,1,,1,
AO07116itkfi,2828459,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27755,https://doi.org/10.15454/IF7X64,AO07116,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,102,,46,,139,,"9,51",,73,,"116,1",,1,,"92,4",,1,,2,,"1,5",
CF04043itknt,2828415,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,95,,,,,,,,"75,2",,113,,1,,"93,2",,1,,3,,"2,5",
EM05230itkfi,2828462,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,"39,5",,145,,"9,07",,"71,9",,"118,2",,1,,"94,1",,1,,"1,5",,1,
AO07218itkt,2828449,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27758,https://doi.org/10.15454/HQFX9Y,AO07218,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"52,2",,137,,"10,81",,"78,8",,"95,7",,,,"111,2",,,,,,3,
AO07218itknt,2828448,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27758,https://doi.org/10.15454/HQFX9Y,AO07218,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,90,,,,,,,,76,,"80,9",,1,,"66,7",,1,,"7,5",,1,
RE05047itknt,2828370,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"87,5",,,,,,,,"77,1",,"102,2",,1,,"84,3",,1,,"2,5",,1,
CF03287itkt,2828425,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"46,6",,141,,"11,26",,"79,8",,"84,8",,,,"98,5",,,,,,"6,5",
CF05173itkfi,2828441,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,50,,142,,"10,48",,"76,2",,"114,3",,1,,91,,1,,1,,1,
CF04043itkfi,2828414,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"44,9",,139,,"9,26",,"71,8",,"104,2",,1,,"82,9",,2,,"1,5",,2,
CF05173itkt,2828443,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"52,4",,143,,"10,84",,79,,99,,,,"115,1",,,,,,1,
CF05173itknt,2828442,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,90,,,,,,,,"75,4",,"106,6",,1,,88,,1,,"1,5",,1,
EM05230itkt,2828464,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,"41,3",,146,,"10,13",,"76,8",,"102,9",,,,"119,6",,,,,,1,
CF04043itkt,2828416,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"48,5",,140,,"9,99",,"78,8",,"90,5",,,,"105,2",,,,,,"4,5",
RE05047itkt,2828371,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"55,4",,140,,"11,64",,"78,6",,"96,5",,,,"112,2",,,,,,2,
AO08004itkfi,2828471,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27766,https://doi.org/10.15454/FP9VJX,AO08004,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"48,4",,139,,"10,3",,"71,4",,"101,7",,1,,"80,9",,1,,"2,5",,4,
AO08001itkfi,2828468,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"48,7",,137,,"10,07",,"74,9",,"118,2",,1,,94,,1,,2,,1,
Karillonitknt,2828454,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,90,,,,,,,,NA,,"118,4",,1,,"97,7",,2,,2,,1,
CF03287itknt,2828424,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"87,5",,,,,,,,"78,7",,"107,3",,1,,"88,5",,1,,3,,"4,5",
AO08001itkt,2828470,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"53,1",,138,,"10,63",,"79,8",,103,,,,"119,7",,,,,,1,
RE05039itknt,2828394,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,95,,,,,,,,"75,4",,"121,6",,1,,"100,3",,1,,1,,"4,5",
Hendrixitkt,2828353,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2008,98,,"48,3",,141,,11,,"82,6",,"94,3",,,,"109,5",,,,,,"2,5",
Hendrixitknt,2828352,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"97,5",,,,,,,,"82,4",,"127,6",,1,,"105,3",,"1,5",,1,,1,
AO08001itknt,2828469,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"82,5",,,,,,,,NA,,"117,9",,1,,"97,3",,1,,"3,5",,"1,5",
Karillonitkt,2828455,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"48,9",,138,,"9,98",,"78,6",,"110,1",,,,128,,,,,,1,
CF05079itkt,2828440,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,treated,2008,95,,"50,6",,140,,"10,54",,NA,,"98,6",,,,"114,6",,,,,,1,
Karillonitkfi,2828453,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"46,3",,138,,"9,52",,"71,8",,"125,8",,1,,"100,1",,"1,5",,"1,5",,1,
Hendrixitkfi,2828351,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"50,3",,140,,10,,"79,8",,"123,3",,1,,"98,1",,1,,1,,1,
CF03287itkfi,2828423,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"45,4",,140,,"10,48",,"77,2",,"108,9",,1,,"86,6",,1,,2,,3,
CF05079itkfi,2828438,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"47,5",,140,,"10,2",,"77,4",,"113,7",,1,,"90,5",,1,,2,,1,
Soissonsitkfi,2828456,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,40,,136,,"10,44",,"69,6",,"96,3",,"3,5",,"76,6",,1,,5,,1,
Folkloritknt,2828364,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"97,5",,,,,,,,"75,4",,"132,4",,1,,"109,2",,1,,"1,5",,1,
CF05079itknt,2828439,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,95,,,,,,,,"79,4",,"111,4",,1,,"91,9",,1,,3,,2,
Soissonsitknt,2828457,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,85,,,,,,,,"76,7",,"90,4",,"2,5",,"74,6",,1,,"5,5",,1,
RE05074itkt,2828428,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,46,,138,,"10,52",,"74,9",,"104,5",,,,"121,5",,,,,,1,
AO07438itkt,2828431,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,VIRTUAL_TRIAL,,,,,,,,treated,2008,98,,45,,144,,"10,02",,"77,2",,"104,9",,,,"121,9",,,,,,"2,5",
Folkloritkfi,2828363,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,102,,"54,4",,140,,"9,11",,"72,3",,"136,3",,1,,"108,4",,1,,1,,1,
Croustyitknt,2828421,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,95,,,,,,,,"74,8",,"88,1",,1,,"72,7",,"2,5",,"2,5",,2,
Folkloritkt,2828365,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2008,100,,54,,142,,"10,74",,"77,8",,"116,5",,,,"135,3",,,,,,"1,5",
AO07438itknt,2828430,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"92,5",,,,,,,,"73,6",,"111,1",,1,,"91,7",,3,,"2,5",,1,
AO07438itkfi,2828429,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"45,7",,141,,"9,2",,"73,4",,"122,2",,1,,"97,2",,3,,1,,1,
Croustyitkfi,2828420,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,100,,"44,4",,140,,"9,96",,"72,2",,"91,1",,1,,"72,5",,1,,3,,1,
RE05039itkfi,2828393,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"57,2",,140,,"9,91",,"71,2",,"126,6",,1,,"100,8",,1,,"1,5",,1,
Apacheitknt,2828397,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,85,,,,,,,,"74,4",,"82,3",,1,,"67,9",,1,,"7,5",,1,
Apacheitkfi,2828396,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"38,6",,136,,"11,18",,69,,"95,3",,1,,"75,8",,1,,5,,"1,5",
DI05014itkt,2828377,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,treated,2008,95,,"39,4",,144,,"10,21",,75,,"96,5",,,,"112,2",,,,,,"3,5",
Croustyitkt,2828422,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,treated,2008,98,,"48,8",,139,,"11,15",,"78,9",,"92,7",,,,"107,8",,,,,,"1,5",
Apacheitkt,2828398,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"48,4",,136,,"11,1",,"79,5",,"102,2",,,,"118,8",,,,,,1,
AO08004itkt,2828473,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27766,https://doi.org/10.15454/FP9VJX,AO08004,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,51,,138,,"10,64",,"78,1",,"93,7",,,,"108,9",,,,,,9,
