observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
AO13043itkt,2878465,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61286,https://doi.org/10.15454/F0IUDT,AO13043,VIRTUAL_TRIAL,,,,,,,,treated,2013,79,,156,,"79,8",,"93,9",,"74,5",
AO13046itkt,2878496,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61333,https://doi.org/10.15454/JD3ICY,AO13046,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,156,,77,,"103,7",,"82,3",
EM12359itkt,2878486,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,48644,https://doi.org/10.15454/BZ52A8,EM12359,VIRTUAL_TRIAL,,,,,,,,treated,2013,81,,153,,80,,"91,6",,"72,7",
EM12252itkt,2878490,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,62002,https://doi.org/10.15454/XMLVLJ,EM12252,VIRTUAL_TRIAL,,,,,,,,treated,2013,74,,153,,"81,5",,"86,1",,"68,3",
DI13005itkt,2878473,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,156,,"81,1",,"98,5",,"78,2",
RE12071itkt,2878487,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61543,https://doi.org/10.15454/8TKSMS,RE12071,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,158,,"79,7",,"92,2",,"73,2",
RE12068itkt,2878466,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,49026,https://doi.org/10.15454/MZDFOJ,RE12068,VIRTUAL_TRIAL,,,,,,,,treated,2013,91,,158,,"79,9",,"83,8",,"66,5",
AO13028itkt,2878469,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61053,https://doi.org/10.15454/MLAKF0,AO13028,VIRTUAL_TRIAL,,,,,,,,treated,2013,86,,150,,"81,8",,"98,2",,78,
RE12080itkt,2878491,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,154,,"80,5",,"94,6",,"75,1",
RE12095itkt,2878498,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61619,https://doi.org/10.15454/JV6VFM,RE12095,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,150,,"80,8",,84,,"66,7",
Apacheitkt,2878484,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,79,,152,,"80,9",,"96,1",,"76,3",
CF12307itkt,2878477,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61676,https://doi.org/10.15454/KFG2VK,CF12307,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,150,,"81,6",,"96,6",,"76,7",
CF12278itkt,2878494,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61646,https://doi.org/10.15454/XUD1JH,CF12278,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,155,,"80,1",,"91,5",,"72,6",
AO13027itkt,2878471,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,49214,https://doi.org/10.15454/8SM83Z,AO13027,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,152,,"81,1",,"97,3",,"77,2",
AO13047itkt,2878476,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,154,,"82,9",,"109,3",,"86,7",
RE12097itkt,2878501,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61633,https://doi.org/10.15454/QMBOQP,RE12097,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,154,,"81,2",,"71,8",,57,
CF12376itkt,2878499,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,150,,"80,7",,"96,8",,"76,8",
RE12087itkt,2878475,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61603,https://doi.org/10.15454/P7UTSC,RE12087,VIRTUAL_TRIAL,,,,,,,,treated,2013,80,,154,,"81,1",,"90,6",,"71,9",
Pakitoitkt,2878480,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,76,,154,,"79,8",,"101,7",,"80,7",
CF12300itkt,2878482,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61661,https://doi.org/10.15454/6WYD8D,CF12300,VIRTUAL_TRIAL,,,,,,,,treated,2013,77,,144,,"82,4",,97,,77,
Altigoitkt,2878492,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,148,,"77,9",,"105,8",,84,
CF12340itkt,2878467,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61689,https://doi.org/10.15454/1WJFDJ,CF12340,VIRTUAL_TRIAL,,,,,,,,treated,2013,93,,155,,"80,7",,"92,7",,"73,6",
AO13045itkt,2878478,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,154,,"79,8",,103,,"81,7",
Solehioitkt,2878485,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,27088,https://doi.org/10.15454/E4TDMS,SOLEHIO,VIRTUAL_TRIAL,,,,,,,,treated,2013,89,,148,,"81,4",,"106,8",,"84,8",
EM12340itkt,2878500,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,treated,2013,74,,156,,"78,7",,"83,9",,"66,6",
