observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
EM06110itkt,2824417,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2007,"87,5",,124,,"11,82",,"72,4",,"111,9",,1,,"83,9",,,,2,,"4,5",
AO07218itkt,2824407,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,VIRTUAL_TRIAL,,,,,,,,treated,2007,100,,"129,5",,"12,16",,"75,1",,"102,4",,1,,"76,8",,,,"3,5",,5,
AO07218itkfi,2824406,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,100,,128,,"11,67",,"74,2",,"95,8",,1,,"56,6",,7,,1,,"5,5",
RE06065itkt,2824333,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,VIRTUAL_TRIAL,,,,,,,,treated,2007,95,,131,,"11,74",,"72,6",,101,,1,,"75,7",,,,"3,5",,6,
RE06062itkfi,2824412,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49221,https://doi.org/10.15454/ORAOPN,RE06062,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"97,5",,131,,"12,66",,"74,2",,"113,4",,3,,67,,1,,4,,4,
AO07302itkt,2824357,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,treated,2007,"92,5",,131,,"12,26",,"67,6",,"98,9",,1,,"74,2",,,,4,,"2,5",
RE06062itkt,2824413,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49221,https://doi.org/10.15454/ORAOPN,RE06062,VIRTUAL_TRIAL,,,,,,,,treated,2007,95,,131,,"12,68",,"72,1",,"90,1",,1,,"67,6",,,,2,,"5,5",
AO07302itkfi,2824356,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"92,5",,128,,"11,8",,"67,3",,"110,4",,"4,5",,"65,2",,1,,"4,5",,3,
Apacheitkt,2824373,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2007,85,,127,,"12,8",,"72,1",,"101,6",,1,,"76,2",,,,4,,"1,5",
AO07301itkt,2824355,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48857,gnpis_pui:holding-921_taxon-4898_accession-48857,AO07301,VIRTUAL_TRIAL,,,,,,,,treated,2007,"97,5",,131,,"12,44",,"65,8",,"87,6",,1,,"65,7",,,,"3,5",,"6,5",
AO07311itkfi,2824400,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,100,,128,,"11,51",,"74,8",,"116,6",,6,,"68,9",,1,,4,,7,
AO07301itkfi,2824354,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48857,gnpis_pui:holding-921_taxon-4898_accession-48857,AO07301,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,100,,130,,12,,"63,6",,"88,3",,7,,"52,2",,1,,7,,4,
AO07311itkt,2824401,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,VIRTUAL_TRIAL,,,,,,,,treated,2007,"97,5",,128,,"12,26",,"72,9",,"93,5",,1,,"70,2",,,,3,,7,
DI07014itkfi,2824340,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49677,gnpis_pui:holding-921_taxon-4898_accession-49677,DI07014,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,85,,134,,"12,78",,"68,7",,"100,3",,"4,5",,"59,2",,1,,4,,3,
Apacheitkfi,2824372,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,90,,126,,"12,38",,"69,4",,98,,8,,"57,9",,1,,1,,"2,5",
CF06167itkt,2824369,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,VIRTUAL_TRIAL,,,,,,,,treated,2007,95,,131,,"11,96",,"68,6",,"92,7",,1,,"69,5",,,,4,,5,
RE06083itkt,2824383,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,VIRTUAL_TRIAL,,,,,,,,treated,2007,"87,5",,133,,"12,74",,"67,2",,"100,5",,1,,"75,4",,,,2,,"7,5",
RE06083itkfi,2824382,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"87,5",,131,,"11,93",,70,,116,,1,,"68,5",,6,,3,,"6,5",
CF06167itkfi,2824368,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"92,5",,131,,"11,98",,"61,6",,"78,2",,8,,"46,2",,1,,1,,"2,5",
EM06090itkfi,2824396,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49553,gnpis_pui:holding-921_taxon-4898_accession-49553,EM06090,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,90,,"130,5",,"12,34",,"69,7",,"99,1",,"6,5",,"58,5",,1,,5,,"5,5",
RE06073itkt,2824353,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49748,https://doi.org/10.15454/UUJTP5,RE06073,VIRTUAL_TRIAL,,,,,,,,treated,2007,90,,131,,"13,1",,"73,5",,"98,6",,1,,"73,9",,,,2,,7,
RE06073itkfi,2824352,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49748,https://doi.org/10.15454/UUJTP5,RE06073,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"97,5",,131,,13,,"72,8",,"114,1",,3,,"67,4",,1,,3,,"5,5",
EM06110itkfi,2824416,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,90,,124,,"11,34",,"73,2",,"124,8",,"4,5",,"73,7",,1,,4,,3,
CF06166itkfi,2824370,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"87,5",,"132,5",,"12,7",,"66,2",,"84,9",,"3,5",,"50,2",,1,,6,,2,
AO07319itkfi,2824410,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"97,5",,134,,"11,7",,"70,2",,"113,8",,"3,5",,"67,2",,1,,4,,4,
EM06094itkfi,2824402,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,90,,131,,"12,74",,"69,7",,111,,3,,"65,5",,1,,4,,"5,5",
CF06166itkt,2824371,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,VIRTUAL_TRIAL,,,,,,,,treated,2007,85,,135,,"12,67",,"72,6",,"105,2",,1,,"78,9",,,,4,,5,
RE06078itkfi,2824360,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49672,gnpis_pui:holding-921_taxon-4898_accession-49672,RE06078,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"97,5",,128,,"12,61",,"71,4",,"96,6",,4,,57,,1,,"3,5",,5,
EM06072itkfi,2824338,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,100,,131,,"11,74",,"68,8",,"98,7",,5,,"58,3",,1,,4,,4,
EM06090itkt,2824397,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49553,gnpis_pui:holding-921_taxon-4898_accession-49553,EM06090,VIRTUAL_TRIAL,,,,,,,,treated,2007,"87,5",,131,,"13,42",,"70,3",,"95,4",,1,,"71,6",,,,4,,7,
EM06072itkt,2824339,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,VIRTUAL_TRIAL,,,,,,,,treated,2007,"102,5",,131,,"12,04",,"69,3",,88,,2,,66,,,,4,,7,
AO07319itkt,2824411,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,VIRTUAL_TRIAL,,,,,,,,treated,2007,"92,5",,"135,5",,"12,81",,"70,3",,"99,9",,1,,75,,,,3,,5,
Mendelitkfi,2824374,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"82,5",,128,,"12,68",,"63,6",,96,,"7,5",,"56,7",,4,,1,,2,
Sankaraitkt,2824381,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,treated,2007,90,,135,,"13,64",,"70,2",,"90,3",,1,,"67,7",,,,4,,6,
CF06183itkfi,2824348,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"97,5",,"132,5",,"13,28",,"70,3",,"99,6",,"4,5",,"58,8",,1,,"4,5",,"5,5",
CF06183itkt,2824349,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,VIRTUAL_TRIAL,,,,,,,,treated,2007,100,,135,,"13,23",,"72,5",,"93,5",,1,,"70,1",,,,3,,"6,5",
DI07014itkt,2824341,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49677,gnpis_pui:holding-921_taxon-4898_accession-49677,DI07014,VIRTUAL_TRIAL,,,,,,,,treated,2007,85,,135,,"12,3",,"70,2",,"102,7",,1,,77,,,,"2,5",,5,
EM06094itkt,2824403,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2007,90,,131,,"12,93",,"70,6",,104,,1,,78,,,,"2,5",,"6,5",
RE06078itkt,2824361,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49672,gnpis_pui:holding-921_taxon-4898_accession-49672,RE06078,VIRTUAL_TRIAL,,,,,,,,treated,2007,95,,130,,"13,1",,"72,8",,95,,1,,"71,2",,,,3,,"6,5",
Sankaraitkfi,2824380,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"87,5",,131,,"14,21",,"69,1",,"88,2",,3,,"52,1",,1,,"5,5",,"5,5",
Mendelitkt,2824375,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,treated,2007,"82,5",,127,,"12,33",,"67,6",,100,,2,,75,,,,5,,"2,5",
Toisondoritkt,2824335,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2007,75,,"129,5",,"11,84",,71,,"110,1",,1,,"82,5",,,,2,,"2,5",
DI07011itkt,2824391,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,VIRTUAL_TRIAL,,,,,,,,treated,2007,90,,133,,"14,42",,"67,2",,"79,5",,1,,"59,6",,,,"3,5",,8,
DI07011itkfi,2824390,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,90,,131,,"13,6",,"66,9",,"91,5",,4,,54,,4,,4,,"7,5",
DI07012itkfi,2824346,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48866,gnpis_pui:holding-921_taxon-4898_accession-48866,DI07012,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,80,,131,,"13,86",,"64,9",,"105,5",,6,,"62,3",,1,,5,,2,
DI07009itkt,2824343,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49392,gnpis_pui:holding-921_taxon-4898_accession-49392,DI07009,VIRTUAL_TRIAL,,,,,,,,treated,2007,85,,133,,"12,96",,"68,6",,"90,8",,2,,"68,1",,,,3,,4,
DI07008itkfi,2824344,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,85,,135,,"12,14",,"69,2",,"104,7",,1,,"61,8",,3,,"4,5",,"2,5",
DI07009itkfi,2824342,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49392,gnpis_pui:holding-921_taxon-4898_accession-49392,DI07009,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,85,,131,,"13,28",,"69,8",,"101,1",,3,,"59,7",,1,,4,,"4,5",
DI07008itkt,2824345,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,VIRTUAL_TRIAL,,,,,,,,treated,2007,"87,5",,136,,"11,47",,"74,6",,"103,1",,1,,"77,3",,,,3,,3,
DI07012itkt,2824347,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48866,gnpis_pui:holding-921_taxon-4898_accession-48866,DI07012,VIRTUAL_TRIAL,,,,,,,,treated,2007,"82,5",,135,,"14,2",,"66,9",,"92,8",,1,,"69,6",,,,"3,5",,3,
Toisondoritkfi,2824334,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,75,,128,,"10,93",,"68,3",,"107,5",,1,,"63,4",,9,,1,,"2,5",
CF06200itkfi,2824378,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48479,gnpis_pui:holding-921_taxon-4898_accession-48479,CF06200,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"92,5",,128,,"13,94",,70,,"101,9",,1,,"60,2",,1,,6,,5,
RE06085itkfi,2824350,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,90,,131,,"11,18",,"68,6",,"100,4",,3,,"59,3",,1,,"3,5",,5,
DI07010itkfi,2824388,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49542,gnpis_pui:holding-921_taxon-4898_accession-49542,DI07010,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,85,,131,,"12,92",,"68,4",,"98,4",,2,,"58,1",,4,,4,,"2,5",
RE06085itkt,2824351,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,VIRTUAL_TRIAL,,,,,,,,treated,2007,"87,5",,133,,"11,09",,70,,"98,3",,"1,5",,"73,8",,,,3,,7,
EM06091itkt,2824399,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49611,gnpis_pui:holding-921_taxon-4898_accession-49611,EM06091,VIRTUAL_TRIAL,,,,,,,,treated,2007,100,,"135,5",,"12,36",,"72,7",,"94,3",,1,,"70,7",,,,3,,7,
DI07013itkfi,2824386,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27803,https://doi.org/10.15454/GVABT5,DI07013,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"92,5",,128,,"11,32",,71,,"124,2",,1,,"73,3",,7,,1,,"4,5",
Ghaytaitkfi,2824408,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,95,,131,,"13,99",,"72,2",,"108,5",,"6,5",,"64,1",,3,,"4,5",,3,
Ghaytaitkt,2824409,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2007,95,,133,,"13,72",,"75,5",,"111,5",,1,,"83,6",,,,3,,"6,5",
CF06154itkt,2824419,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,VIRTUAL_TRIAL,,,,,,,,treated,2007,90,,135,,"12,29",,"64,4",,"93,3",,1,,70,,,,"2,5",,6,
EM06091itkfi,2824398,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49611,gnpis_pui:holding-921_taxon-4898_accession-49611,EM06091,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,90,,"132,5",,"11,96",,"71,4",,"100,5",,3,,"59,3",,1,,4,,5,
CF06154itkfi,2824418,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"92,5",,131,,"11,52",,"67,1",,"113,3",,1,,"66,9",,4,,4,,4,
CF06194itkt,2824395,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49708,gnpis_pui:holding-921_taxon-4898_accession-49708,CF06194,VIRTUAL_TRIAL,,,,,,,,treated,2007,100,,136,,"13,42",,"70,3",,"84,3",,1,,"63,2",,,,3,,6,
Caphornitkfi,2824384,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"82,5",,"127,5",,"12,86",,"67,6",,"117,7",,3,,"69,5",,1,,6,,"3,5",
RE06094itkt,2824365,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,VIRTUAL_TRIAL,,,,,,,,treated,2007,85,,131,,"14,16",,71,,"88,4",,1,,"66,3",,,,4,,"7,5",
EM06170itkt,2824337,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48712,gnpis_pui:holding-921_taxon-4898_accession-48712,EM06170,VIRTUAL_TRIAL,,,,,,,,treated,2007,90,,"124,5",,"12,02",,"69,2",,"82,2",,"1,5",,"61,6",,,,4,,"5,5",
Caphornitkt,2824385,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2007,"82,5",,128,,"13,16",,"68,5",,"108,1",,1,,"81,1",,,,3,,"4,5",
EM06170itkfi,2824336,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,48712,gnpis_pui:holding-921_taxon-4898_accession-48712,EM06170,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"92,5",,124,,"11,41",,69,,"108,2",,9,,"63,9",,1,,1,,4,
DI07013itkt,2824387,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27803,https://doi.org/10.15454/GVABT5,DI07013,VIRTUAL_TRIAL,,,,,,,,treated,2007,95,,128,,"11,86",,"67,9",,"102,7",,1,,77,,,,2,,"7,5",
RE06094itkfi,2824364,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"92,5",,128,,"13,15",,"74,4",,"115,4",,3,,"68,1",,1,,5,,5,
EM06089itkfi,2824362,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,27815,https://doi.org/10.15454/UZYTX5,EM06089,VIRTUAL_TRIAL,,,,,,,,low inputs,2007,"87,5",,131,,"12,04",,"73,6",,"117,5",,3,,"69,4",,2,,4,,"4,5",
