observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3167water_regimerainfed,3339006,Kar13,KWS Karlsruhe 2013,127561,https://doi.org/10.15454/GILEFF,I261_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,242.0270656012,,299.3953215379,,3593.6464698335,,68.2180197048,,70.2567856439,,-40.7849065724,,-61.7149872854,,274.683,,834.106,,213.353,,28.9982460275,,24.0738734306,,33.6853173336,,16.1959775641,,13.5127978392,,19.5292424242,,,,134.8826767223,
3168water_regimerainfed,3339007,Kar13,KWS Karlsruhe 2013,127562,https://doi.org/10.15454/GVPFQE,I267_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,276.9376600342,,289.8239456203,,3519.7316175689,,71.2546270224,,75.6157883848,,-36.8685338867,,-82.0393614719,,410.738,,773.67,,232.095,,29.0943774817,,23.6936405462,,33.2471283684,,16.2664415709,,13.2008709569,,19.6240666667,,,,161.474466884,
3003water_regimewatered,3339097,Kar13,KWS Karlsruhe 2013,127402,https://doi.org/10.15454/5GN11W,Oh43_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,231.0478982861,,303.9712669993,,3148.2782886787,,66.0857951563,,65.7418082971,,-33.0056751582,,-98.2571324144,,274.683,,893.509,,166.435,,28.9982460275,,24.4728482133,,33.5650172634,,16.1959775641,,13.758673136,,19.4698245614,,282.8843731048,,141.193448427,
3029water_regimerainfed,3338877,Kar13,KWS Karlsruhe 2013,127428,https://doi.org/10.15454/4W8MAU,B104_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,240.402192696,,335.797730269,,4057.7288347843,,69.5574109487,,65.2345993558,,-42.9952906401,,-59.9711035696,,323.431,,893.509,,133.2,,28.920346035,,24.4728482133,,33.7170348581,,15.9810751029,,13.758673136,,19.7450326797,,,,126.0309144491,
3171water_regimerainfed,3339010,Kar13,KWS Karlsruhe 2013,127565,https://doi.org/10.15454/WNQFKH,LH39_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,245.9696901898,,306.3825844721,,3936.9451383348,,66.1625292565,,64.1685796909,,-43.6030433242,,-50.1637713675,,225.479,,913.005,,140.62,,28.8007976077,,24.6573411782,,33.1852620034,,16.1883738426,,13.8460947884,,19.1521666667,,,,113.8359438237,
3036water_regimewatered,3339130,Kar13,KWS Karlsruhe 2013,127435,https://doi.org/10.15454/OVKBUY,F7081_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,245.2357193683,,297.1988120922,,2189.9507070141,,66.2614751816,,64.8675822543,,-33.8279689061,,-99.4491479925,,298.483,,919.324,,140.62,,28.8116350051,,24.6284494012,,33.4218284315,,15.9879540598,,13.8308137011,,19.53,,289.4125253644,,136.7005917425,
3003water_regimerainfed,3338851,Kar13,KWS Karlsruhe 2013,127402,https://doi.org/10.15454/5GN11W,Oh43_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,257.4762959479,,306.1353538009,,4382.7379400164,,65.6604027724,,66.6614325646,,-42.3291102538,,-57.9400213675,,274.683,,868.014,,213.278,,28.9982460275,,24.2971437897,,33.7868708417,,16.1959775641,,13.6556111709,,19.5810555556,,,,132.1832249736,
3176water_regimerainfed,3339015,Kar13,KWS Karlsruhe 2013,127570,https://doi.org/10.15454/JBNGJT,Lo1026_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,258.3593444384,,303.750119979,,5047.0765940191,,69.5450549313,,68.218558849,,-41.5892559663,,-59.838981389,,272.76,,850.951,,175.758,,28.6521443012,,24.1835253241,,33.7461697146,,15.8891166667,,13.569456932,,19.6106878307,,,,137.5014568065,
3001water_regimerainfed,3338849,Kar13,KWS Karlsruhe 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,262.0726407755,,307.4990820741,,4553.884820789,,68.2598465763,,67.8988645005,,-42.3291102538,,-59.7701979307,,298.483,,868.014,,179.445,,28.8116350051,,24.2971437897,,33.83886917,,15.9879540598,,13.6556111709,,19.6401169591,,,,141.9501143255,
3179water_regimewatered,3339264,Kar13,KWS Karlsruhe 2013,127573,https://doi.org/10.15454/YW6ASO,Lo1056_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,239.2925894445,,291.7749448419,,4216.0406062132,,69.4094712714,,74.1390298142,,-29.195009098,,-97.9830096074,,384.306,,794.236,,232.473,,28.8698241811,,23.6859284718,,34.0512717935,,16.1215525794,,13.3416800792,,19.8708011696,,281.7677115752,,143.480218186,
3180water_regimewatered,3339265,Kar13,KWS Karlsruhe 2013,127574,https://doi.org/10.15454/AOK4RM,Lo1063_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,216.8060713994,,282.7795524507,,4021.4045731398,,68.6024440006,,69.84820774,,-30.2974239688,,-101.4066643324,,384.306,,834.106,,213.353,,28.8698241811,,24.0738734306,,33.9430828676,,16.1215525794,,13.5127978392,,19.8003921569,,268.0445811961,,140.4702337479,
3016water_regimewatered,3339110,Kar13,KWS Karlsruhe 2013,127415,https://doi.org/10.15454/DPMMOI,F1890_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,236.9590447519,,322.6414856811,,2806.1756296223,,67.4066094149,,66.6041187194,,-32.531135056,,-97.0303949358,,249.711,,861.695,,179.445,,28.8719190863,,24.3224365922,,33.7092303044,,16.1646611111,,13.6689890957,,19.4571428571,,283.1870227565,,149.668860731,
3037water_regimewatered,3339131,Kar13,KWS Karlsruhe 2013,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,276.7378672943,,299.7115198688,,4375.8876666623,,68.8809860381,,67.8364315844,,-32.1253089066,,-100.0701016865,,367.668,,868.014,,158.695,,28.9193044534,,24.2971437897,,33.9767815316,,15.9742113095,,13.6556111709,,19.9334027778,,312.713015858,,145.8195391721,
3183water_regimewatered,3339268,Kar13,KWS Karlsruhe 2013,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,229.6265105905,,313.7645105445,,4069.1549609376,,68.190395049,,67.4539612069,,-32.1253089066,,-100.0701016865,,367.668,,868.014,,179.445,,28.9193044534,,24.2971437897,,33.9767815316,,15.9742113095,,13.6556111709,,19.9334027778,,286.2722176513,,125.7772087286,
3187water_regimerainfed,3339026,Kar13,KWS Karlsruhe 2013,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,264.1255791274,,331.981950831,,4178.4478212351,,69.4297674094,,67.5655921537,,-42.3291102538,,-61.8407644824,,323.431,,868.014,,158.695,,28.920346035,,24.2971437897,,33.9550934122,,15.9810751029,,13.6556111709,,19.8533333333,,,,126.2513883512,
3187water_regimewatered,3339272,Kar13,KWS Karlsruhe 2013,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,233.8320325739,,329.1506600315,,3412.3115210457,,68.5035867892,,66.4750946058,,-33.0056751582,,-99.8315009337,,323.431,,893.509,,153.95,,28.920346035,,24.4728482133,,33.7170348581,,15.9810751029,,13.758673136,,19.7450326797,,282.5257131237,,120.6598838486,
3087water_regimewatered,3339177,Kar13,KWS Karlsruhe 2013,127483,https://doi.org/10.15454/OTWCEI,EC136_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,210.814590756,,309.7635547691,,2137.5694184329,,61.815633745,,61.6250955899,,-35.4003897278,,-96.1985339506,,227.053,,958.945,,176.048,,29.0897212918,,24.7554282391,,33.5646141888,,16.4279055556,,13.9626866138,,19.15,,269.4234071074,,119.3395440588,
3028water_regimewatered,3339122,Kar13,KWS Karlsruhe 2013,127427,https://doi.org/10.15454/KSZLK9,F838_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,233.1131282566,,289.3450133411,,3383.8615878394,,66.987239265,,66.4391748305,,-33.4179140117,,-102.1358701814,,386.322,,887.19,,166.435,,29.0233167227,,24.5000944134,,33.8350539581,,16.1251005747,,13.7732157885,,19.7778571429,,271.9319273859,,123.0773428734,
3192water_regimewatered,3339276,Kar13,KWS Karlsruhe 2013,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,248.1717772754,,301.9792021187,,4004.00581883,,68.4675390011,,69.7307521471,,-31.2200619966,,-99.6577172097,,323.431,,850.951,,196.508,,28.920346035,,24.1835253241,,33.9012541364,,15.9810751029,,13.569456932,,19.871754386,,295.1907463812,,136.3078281333,
3192water_regimerainfed,3339030,Kar13,KWS Karlsruhe 2013,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,274.6393788406,,315.353040343,,4890.1148786249,,71.5688860879,,69.2273427999,,-41.5892559663,,-63.7343127633,,323.431,,844.632,,154.814,,28.920346035,,24.2076404511,,33.9012541364,,15.9810751029,,13.5818645059,,19.871754386,,,,149.9609889675,
3194water_regimerainfed,3339032,Kar13,KWS Karlsruhe 2013,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,258.7159012062,,304.8969882458,,5026.8953195679,,70.3488890133,,68.3929266722,,-41.5892559663,,-61.6725971251,,298.483,,850.951,,154.814,,28.8116350051,,24.1835253241,,33.7935330701,,15.9879540598,,13.569456932,,19.6682777778,,,,143.3785517331,
3088water_regimewatered,3339178,Kar13,KWS Karlsruhe 2013,127484,https://doi.org/10.15454/9GOSKA,W95115_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,245.4079937805,,314.6356937578,,2447.1998608921,,64.8114285742,,64.4711517834,,-34.2456751582,,-98.4103064374,,274.683,,913.005,,161.968,,28.9982460275,,24.6573411782,,33.3872214411,,16.1959775641,,13.8460947884,,19.4704938272,,281.7868535449,,117.6630373607,
3197water_regimerainfed,3339035,Kar13,KWS Karlsruhe 2013,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,278.0548573429,,334.1856447076,,5142.8866355101,,70.008868396,,69.3807414933,,-41.5892559663,,-68.0582590612,,367.668,,844.632,,175.758,,28.9193044534,,24.2076404511,,33.9153324517,,15.9742113095,,13.5818645059,,19.9492810458,,,,157.0705474284,
3198water_regimewatered,3339282,Kar13,KWS Karlsruhe 2013,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,240.1669909774,,297.8968946059,,3895.6122580038,,68.4417768998,,70.2893909217,,-30.2974239688,,-99.5573313492,,323.431,,834.106,,213.353,,28.920346035,,24.0738734306,,33.8265622962,,15.9810751029,,13.5127978392,,19.7691111111,,279.6605831328,,141.8228734533,
3062water_regimewatered,3339155,Kar13,KWS Karlsruhe 2013,127461,https://doi.org/10.15454/WFCPMD,PB116_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,232.9366550203,,267.0653166248,,2421.8569032721,,66.6380047312,,67.6245957351,,-32.1253089066,,-100.0463702148,,347.579,,868.014,,191.93,,28.7445691495,,24.2971437897,,33.9568036568,,15.7997170782,,13.6556111709,,19.9776470588,,281.2959959393,,133.2303315292,
3089water_regimewatered,3339179,Kar13,KWS Karlsruhe 2013,127485,https://doi.org/10.15454/ITYYBD,Pa91_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,237.3461531295,,327.5197653038,,3371.7929444666,,70.0427779143,,71.5769328433,,-29.3708618651,,-99.6364980159,,347.579,,809.6,,217.109,,28.7445691495,,23.8198922931,,33.9406883466,,15.7997170782,,13.4010310115,,20.0393888889,,284.3377035633,,138.1181624912,
3017water_regimewatered,3339111,Kar13,KWS Karlsruhe 2013,127416,https://doi.org/10.15454/O8CNHP,A374_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,246.4551160429,,258.0644236535,,3785.500573165,,65.4560868269,,65.2033299032,,-33.0056751582,,-100.1647197421,,349.974,,893.509,,187.783,,29.0991200785,,24.4728482133,,33.7039733334,,16.0438938492,,13.758673136,,19.8703472222,,283.0933893221,,126.5398433859,
3203water_regimerainfed,3339041,Kar13,KWS Karlsruhe 2013,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,243.5910147424,,362.4256494071,,4026.1760865103,,69.5450549313,,66.4223190993,,-42.9952906401,,-59.9711035696,,323.431,,893.509,,133.2,,28.920346035,,24.4728482133,,33.7170348581,,15.9810751029,,13.758673136,,19.7450326797,,,,135.7196909495,
3204water_regimerainfed,3339042,Kar13,KWS Karlsruhe 2013,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,270.2422346764,,336.9876310919,,4623.6090570863,,68.6821959083,,68.6154862989,,-41.5892559663,,-65.9139968057,,349.974,,850.951,,196.508,,29.0991200785,,24.1835253241,,33.8998782965,,16.0438938492,,13.569456932,,19.9901851852,,,,142.7042997502,
3090water_regimewatered,3339180,Kar13,KWS Karlsruhe 2013,127486,https://doi.org/10.15454/7XVPGB,EA3076_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,234.1731348627,,274.3537511182,,3188.2745776395,,67.062842811,,68.8505723136,,-31.2200619966,,-99.9442570547,,347.579,,850.951,,208.993,,28.7445691495,,24.1835253241,,33.8998782965,,15.7997170782,,13.569456932,,19.9901851852,,284.6030790824,,135.62623803,
3091water_regimewatered,3339181,Kar13,KWS Karlsruhe 2013,127487,https://doi.org/10.15454/D6A8VZ,PHK76_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,239.1443999888,,313.7009207521,,3692.2591442354,,66.4576512554,,65.6606772272,,-33.0056751582,,-99.2297508818,,300.406,,893.509,,166.435,,29.1390110859,,24.4728482133,,33.6075791889,,16.2797890947,,13.758673136,,19.5259876543,,282.6690046945,,131.1039039124,
3061water_regimewatered,3339154,Kar13,KWS Karlsruhe 2013,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,243.402204082,,290.9477909808,,2773.7301463977,,67.1212259428,,72.2099261978,,-29.3708618651,,-99.6349101921,,367.668,,809.6,,250.344,,28.9193044534,,23.9098914464,,33.9566636459,,15.9742113095,,13.3826254376,,20.005380117,,291.9199424072,,134.6660399897,
3004water_regimerainfed,3338852,Kar13,KWS Karlsruhe 2013,127403,https://doi.org/10.15454/EW2AP2,W64A_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,244.131268431,,311.2891260066,,3473.4941569486,,65.5105011432,,65.6223529663,,-42.9952906401,,-52.0797822548,,225.479,,893.509,,187.783,,28.8007976077,,24.4728482133,,33.3557420063,,16.1883738426,,13.758673136,,19.1667195767,,,,126.7653209651,
3041water_regimewatered,3339135,Kar13,KWS Karlsruhe 2013,127440,https://doi.org/10.15454/VUPKKL,LH74_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,225.5299801836,,302.3527053026,,2954.5684932543,,67.8619654289,,64.89449063,,-33.8279689061,,-98.4103064374,,272.76,,919.324,,128.135,,28.6521443012,,24.6284494012,,33.3872214411,,15.8891166667,,13.8308137011,,19.4704938272,,277.5152304032,,131.6585578514,
3214water_regimerainfed,3339052,Kar13,KWS Karlsruhe 2013,127608,https://doi.org/10.15454/67FHQJ,N22_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,250.3060184475,,274.8655449376,,4883.016937421,,68.7644834107,,69.299347351,,-41.5892559663,,-63.7343127633,,323.431,,844.632,,175.758,,28.920346035,,24.2076404511,,33.9012541364,,15.9810751029,,13.5818645059,,19.871754386,,,,132.0003415693,
3092water_regimerainfed,3338936,Kar13,KWS Karlsruhe 2013,127488,https://doi.org/10.15454/BZLOYX,EP10_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,235.7763123874,,301.3690267848,,2656.4583932768,,66.7935964703,,65.6128944504,,-42.9952906401,,-52.0797822548,,225.479,,887.19,,166.435,,28.8007976077,,24.5000944134,,33.3557420063,,16.1883738426,,13.7732157885,,19.1667195767,,,,113.6104840362,
3004water_regimewatered,3339098,Kar13,KWS Karlsruhe 2013,127403,https://doi.org/10.15454/EW2AP2,W64A_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,228.3110693028,,300.5136560857,,3288.4299823705,,65.2432793014,,63.0913457567,,-34.6314553953,,-96.1148391813,,225.479,,937.045,,144.247,,28.8007976077,,24.6838976548,,33.4021542307,,16.1883738426,,13.8728590854,,19.2552046784,,273.0060554338,,122.2453513766,
3216water_regimerainfed,3339054,Kar13,KWS Karlsruhe 2013,127610,https://doi.org/10.15454/VFUIV5,NK807_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,252.60403265,,319.6472257329,,3113.233194152,,64.4484674108,,62.3530114524,,-44.1460427758,,-48.2513382816,,225.479,,930.726,,144.247,,28.8007976077,,24.7131255897,,33.4021542307,,16.1883738426,,13.8884789613,,19.2552046784,,,,128.5179366143,
3060water_regimewatered,3339153,Kar13,KWS Karlsruhe 2013,127459,https://doi.org/10.15454/DTTZ23,LH145_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,227.0408775896,,287.502945596,,3018.740694693,,66.8698304517,,65.4373668387,,-33.4179140117,,-96.9742757937,,249.711,,887.19,,166.435,,28.8719190863,,24.5000944134,,33.4945873781,,16.1646611111,,13.7732157885,,19.3452777778,,274.9056295053,,129.5397289812,
3094water_regimewatered,3339183,Kar13,KWS Karlsruhe 2013,127489,https://doi.org/10.15454/I1PIAB,NDB8_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,213.6740439092,,301.72347183,,2247.5481285548,,62.908146998,,61.9894405437,,-35.8276675165,,-101.4303406085,,365.652,,952.626,,149.033,,28.7562746966,,24.7851849571,,34.1099074118,,15.9649434156,,13.9792340854,,19.9532407407,,253.0609276825,,131.2608320671,
