observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date
3017water_regimerainfed,3340373,Ner11,Biogemma Nerac 2011,127416,https://doi.org/10.15454/O8CNHP,A374_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,242.5409712252,,3389.9343115304,,72.3558814217,,73.1980326994,
3003water_regimerainfed,3340359,Ner11,Biogemma Nerac 2011,127402,https://doi.org/10.15454/5GN11W,Oh43_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,288.1574528806,,2874.2607719535,,73.7933001046,,75.3945497871,
3003water_regimewatered,3340327,Ner11,Biogemma Nerac 2011,127402,https://doi.org/10.15454/5GN11W,Oh43_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,268.6355752932,,3897.1031518421,,76.8480313754,,77.6594853701,
3017water_regimewatered,3340341,Ner11,Biogemma Nerac 2011,127416,https://doi.org/10.15454/O8CNHP,A374_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,230.7744739003,,4039.3241427598,,76.3811468268,,77.6905204638,
3011water_regimerainfed,3340367,Ner11,Biogemma Nerac 2011,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,285.8856672092,,2853.5955050362,,71.2028838295,,71.742978911,
3011water_regimewatered,3340335,Ner11,Biogemma Nerac 2011,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,270.166877808,,3366.0840016011,,74.2299740022,,73.5657541035,
3027water_regimerainfed,3340383,Ner11,Biogemma Nerac 2011,127426,https://doi.org/10.15454/3UYP74,B97_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,291.3037472978,,2902.6834715746,,74.0381870656,,75.1543252424,
3027water_regimewatered,3340351,Ner11,Biogemma Nerac 2011,127426,https://doi.org/10.15454/3UYP74,B97_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,279.2753701172,,3697.9299109562,,75.9510627889,,76.6294475703,
3004water_regimerainfed,3340360,Ner11,Biogemma Nerac 2011,127403,https://doi.org/10.15454/EW2AP2,W64A_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,284.5978977852,,2707.0477663084,,71.164138714,,72.5717055208,
3004water_regimewatered,3340328,Ner11,Biogemma Nerac 2011,127403,https://doi.org/10.15454/EW2AP2,W64A_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,285.7775229138,,3514.4150592059,,73.5514900008,,74.7969806023,
3025water_regimerainfed,3340381,Ner11,Biogemma Nerac 2011,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,288.0575292941,,3065.2219630081,,76.1654407731,,76.4540299496,
3022water_regimerainfed,3340378,Ner11,Biogemma Nerac 2011,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,300.3813588633,,2637.2665730217,,71.3723341672,,72.1992320419,
3022water_regimewatered,3340346,Ner11,Biogemma Nerac 2011,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,295.9761884173,,3411.7065379421,,73.9476802837,,73.1698470931,
3012water_regimerainfed,3340368,Ner11,Biogemma Nerac 2011,127411,https://doi.org/10.15454/KIHXDG,B105_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,315.5432920466,,2769.7498984527,,73.310749313,,75.4085483436,
3012water_regimewatered,3340336,Ner11,Biogemma Nerac 2011,127411,https://doi.org/10.15454/KIHXDG,B105_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,312.1313150936,,3553.3408928184,,76.0213780319,,78.6537132294,
3005water_regimerainfed,3340361,Ner11,Biogemma Nerac 2011,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,273.1334763769,,2578.2568412271,,73.616905784,,73.9781080969,
3005water_regimewatered,3340329,Ner11,Biogemma Nerac 2011,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,236.7866034152,,3628.2098991988,,76.7291118731,,76.6913237235,
3018water_regimerainfed,3340374,Ner11,Biogemma Nerac 2011,127417,https://doi.org/10.15454/TPZTSA,FR19_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,264.825487402,,2571.2809659891,,73.4740122093,,75.0224041312,
3018water_regimewatered,3340342,Ner11,Biogemma Nerac 2011,127417,https://doi.org/10.15454/TPZTSA,FR19_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,270.7416236207,,3220.0912710768,,76.055863148,,77.4556502241,
3025water_regimewatered,3340349,Ner11,Biogemma Nerac 2011,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,287.9023917081,,3481.3560838745,,79.5581928872,,79.5025130216,
3032water_regimewatered,3340356,Ner11,Biogemma Nerac 2011,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,278.992503677,,3426.1628728148,,72.107085148,,72.8073082735,
3030water_regimerainfed,3340386,Ner11,Biogemma Nerac 2011,127429,https://doi.org/10.15454/LFK19C,B89_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,288.3139023739,,2416.3715656258,,70.8309692498,,73.0821987404,
3006water_regimerainfed,3340362,Ner11,Biogemma Nerac 2011,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,261.3289891381,,3053.7045817815,,72.898436595,,74.2677082306,
3006water_regimewatered,3340330,Ner11,Biogemma Nerac 2011,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,256.5019570702,,4026.0234366491,,75.7304726087,,77.0825005412,
3013water_regimerainfed,3340369,Ner11,Biogemma Nerac 2011,127412,https://doi.org/10.15454/CNJTVT,A347_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,281.7824843332,,2711.2189464964,,75.2015136095,,74.9915236772,
3013water_regimewatered,3340337,Ner11,Biogemma Nerac 2011,127412,https://doi.org/10.15454/CNJTVT,A347_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,279.1189128703,,3098.010298694,,78.6656324508,,76.7782001917,
3029water_regimerainfed,3340385,Ner11,Biogemma Nerac 2011,127428,https://doi.org/10.15454/4W8MAU,B104_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,326.9640765066,,2482.9546618304,,76.1025780712,,80.5486139774,
3029water_regimewatered,3340353,Ner11,Biogemma Nerac 2011,127428,https://doi.org/10.15454/4W8MAU,B104_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,321.3975390273,,3356.4247374728,,78.5587296813,,81.2136650722,
3019water_regimerainfed,3340375,Ner11,Biogemma Nerac 2011,127418,https://doi.org/10.15454/PJSPJG,B100_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,297.5075721931,,2871.2983949622,,71.6860755189,,73.0080290174,
3019water_regimewatered,3340343,Ner11,Biogemma Nerac 2011,127418,https://doi.org/10.15454/PJSPJG,B100_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,295.6446985593,,3401.0842006351,,74.1895717882,,75.5028439199,
3023water_regimerainfed,3340379,Ner11,Biogemma Nerac 2011,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,245.483288855,,2782.2638558806,,72.7964139764,,76.5618823841,
3014water_regimerainfed,3340370,Ner11,Biogemma Nerac 2011,127413,https://doi.org/10.15454/JBBAWF,EP52_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,307.594760645,,2417.3462209916,,73.8894601925,,74.5627919476,
3014water_regimewatered,3340338,Ner11,Biogemma Nerac 2011,127413,https://doi.org/10.15454/JBBAWF,EP52_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,297.6363658048,,3191.5250571662,,77.3867436869,,76.0788837524,
3023water_regimewatered,3340347,Ner11,Biogemma Nerac 2011,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,241.3293599064,,3935.7740407338,,75.2378881833,,79.3764668358,
3007water_regimerainfed,3340363,Ner11,Biogemma Nerac 2011,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,304.4821064165,,2761.7545092004,,72.4402768301,,75.7165397521,
3007water_regimewatered,3340331,Ner11,Biogemma Nerac 2011,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,307.2164955488,,3164.8281186254,,73.6823524333,,75.699184333,
3030water_regimewatered,3340354,Ner11,Biogemma Nerac 2011,127429,https://doi.org/10.15454/LFK19C,B89_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,284.0888045588,,3256.8745250256,,74.4862130545,,77.4894348889,
3026water_regimerainfed,3340382,Ner11,Biogemma Nerac 2011,127425,https://doi.org/10.15454/ZEQFBU,UH250_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,284.6012190697,,2289.1878455261,,69.0484608977,,70.6585053261,
3026water_regimewatered,3340350,Ner11,Biogemma Nerac 2011,127425,https://doi.org/10.15454/ZEQFBU,UH250_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,279.0118921567,,2809.8823168071,,72.04579843,,73.2288549106,
3020water_regimerainfed,3340376,Ner11,Biogemma Nerac 2011,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,293.1235335589,,2907.7090041541,,73.5208169192,,74.029338406,
3015water_regimerainfed,3340371,Ner11,Biogemma Nerac 2011,127414,https://doi.org/10.15454/X2ENCA,F7028_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,230.6583225905,,2900.3532449459,,72.3337096309,,74.1742843341,
3008water_regimerainfed,3340364,Ner11,Biogemma Nerac 2011,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,300.868737047,,2315.1931276303,,70.1031757935,,71.7466926708,
3008water_regimewatered,3340332,Ner11,Biogemma Nerac 2011,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,286.3880246307,,2840.7724443357,,75.5828258777,,75.7421893525,
3015water_regimewatered,3340339,Ner11,Biogemma Nerac 2011,127414,https://doi.org/10.15454/X2ENCA,F7028_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,234.825612546,,3657.2913194317,,76.4223155832,,76.3880000115,
3020water_regimewatered,3340344,Ner11,Biogemma Nerac 2011,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,VIRTUAL_TRIAL,,,,,,,,watered,2011,288.5800207926,,4047.5669425976,,77.527128923,,77.789313082,
3028water_regimerainfed,3340384,Ner11,Biogemma Nerac 2011,127427,https://doi.org/10.15454/KSZLK9,F838_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2011,251.6964127697,,3042.3827600752,,76.0728648601,,76.9892463073,
