id,synonym
0000017, GrnNo
0000017, KrnNo
0000017, KN
0000038,Kernel number per spike
0000038, grains per spike
0000038,GrnSpk
0000038,GRNSPK
0000041,Kernel number per spikelet
0000041,GrnSpl
0000223,GPhos
0000223,GRNPHOS
0000223,GPhos
0000223,GRNPHOS
0000039,GPlump
0000039,GRNPLUMP
0000073,GProt
0000073,GRNPROT
0000073, GRNPRO
0000073,GProt
0000073,GRNPROT
0000073, GRNPRO
0000642,GReten
0000642,GRNRETEN
0000643,GScreen
0000643,GRNSCREEN
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000159,Grain hectoliter weight
0000159, Grain specific weigh
0000159, Test weight
0000159,TestWt
0000159,Grain hectoliter weight
0000159, Grain specific weigh
0000159, Test weight
0000159,TestWt
0000042,Seed vitreousness
0000042,GVtr
0000042,SdVtr
0000042, SEDVTR
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000174,GYellBer
0000174,YELBER
0000013,GY
0000013,GrnYld
0000013, Yld
0000013,GY
0000013,GrnYld
0000013, Yld
0000013,GY
0000013,GrnYld
0000013, Yld
0000013,GY
0000013,GrnYld
0000013, Yld
0000013,GY
0000013,GrnYld
0000013, Yld
0000013,GY
0000013,GrnYld
0000013, Yld
0000013,GY
0000013,GrnYld
0000013, Yld
0000645,GYFac
0000645,YLDFAC
0000224,GZinc
0000224,GRNZINC
0000224,GZinc
0000224,GRNZINC
0000665,Seasonality
0000665, Vernalization response
0000665,GrwCls
0000016,GrwStg
0000016,DECODS
0000126,HailDmg
0000126,HailDmg
0000123,Biomass partitioning to grain
0000123,HI
0000123,Biomass partitioning to grain
0000123,HI
0000007,Hd
0000007,Head
0000007, Heading
0000007, H
0000007,Hd
0000007,Head
0000007, Heading
0000007, H
0000007,Hd
0000007,Head
0000007, Heading
0000007, H
0000007,Hd
0000007,Head
0000007, Heading
0000007, H
0000176,HeatTol
0000922,HelSpInc
0000923,HelSpLegacy
0000686,HelSpSev
0000686,HelSpSev
0000679,HerbicideDmg
0000679,HerbDmg
0000088,HesFlyDmg
0000088,HESFDMG
0000644,InfertTN
0000644,InfertTN
0000393,ISBM
0000393,ISBM
0000393,ISBM
0000393,ISBM
0000393,ISBM
0000089,InsectDmg
0000089,InsectDmg
0000106,TindiInc
0000106,KBInc
0000106, TINDI
0000106, KB
0000184,LAI
0000196,LeafCID
0000196,LeavesCID
0000028,Chl
0000028,ChloC
0000028, ChlCont
0000028, LChl
0000048,LeafGlau
0000048,LeafGlau
0000044,LeafLng
0000045,LeafPubDen
0000046,LeafPubLng
0000897,Leaf rust CI
0000897,PrecoCI
0000897,BwRustCI
0000897, LRCI
0000898,PrecoInc
0000898,BwRustInc
0000898, LRInc
0000899,PrecoLegacy
0000899,BwRustLegacy
0000899, LRLegacy
0000687,PrecoNote
0000687,BrwRustInc
0000687, LRInc
0000178,PrecoResp
0000178,BwRustResp
0000178, LRResp
0000178,PrecoResp
0000178,BwRustResp
0000178, LRResp
0000178,PrecoResp
0000178,BwRustResp
0000178, LRResp
0000901,PrecoSdlgResp
0000901,BwRustSdlgResp
0000901, LRSdlgResp
0000902,PrecoSev
0000902,BwRustSev
0000902, LRSev
0000902,PrecoSev
0000902,BwRustSev
0000902, LRSev
0000018,StomaCond
0000018,Cond
0000018, GS
0000018, STMCOND
0000143,StomaFrq
0000063,StomaRes
0000063,Res
0000063, STMRES
0000142,StomaSiz
0000142,STMSIZ
0000047,LeafThk
0000175,LeafTNecro
0000175,LEAFTNECR
0000049,LeafWid
0000167,Lodg
0000167,LOD
0000167,Lodg
0000167,LOD
0000167,Lodg
0000167,LOD
0000167,Lodg
0000167,LOD
0000167,Lodg
0000167,LOD
0000167,Lodg
0000167,LOD
0000921,UtritInc
0000921,UTRIT
0000921,UtritInc
0000921,UTRIT
0000022,Mat
0000022,Mt
0000022, M
0000022, Maturity
0000022,Mat
0000022,Mt
0000022, M
0000022, Maturity
0000022,Mat
0000022,Mt
0000022, M
0000022, Maturity
0000022,Mat
0000022,Mt
0000022, M
0000022, Maturity
0000022,Mat
0000022,Mt
0000022, M
0000022, Maturity
0000170,HtereInc
0000406,HtereSev
0000051,NodeN
0000054,PedGlau
0000052,PedLng
0000050,NeckBreak
0000050,NBreak
0000053,PedPubDen
0000053,PEDPBD
0000009,Seedling vigour
0000009, Plant early vigor
0000009,ErlVig
0000009,ERLVIG
0000015,GrwHabit
0000015,GHabit
0000020,PH
0000020,PlntHt
0000020, PHt
0000020,PH
0000020,PlntHt
0000020, PHt
0000020,PH
0000020,PlntHt
0000020, PHt
0000186,Dwarf clumping
0000186,HNecro
0000672,Daylength sensitivity
0000672,PhotopResp
0000672,PhotoRespo
0000187,Plant establishment
0000187, Crop stand
0000187, Plant density
0000187, Plant population
0000187,PlntStnd
0000187,PStand
0000187,Plant establishment
0000187, Crop stand
0000187, Plant density
0000187, Plant population
0000187,PlntStnd
0000187,PStand
0000187,Plant establishment
0000187, Crop stand
0000187, Plant density
0000187, Plant population
0000187,PlntStnd
0000187,PStand
0000187,Plant establishment
0000187, Crop stand
0000187, Plant density
0000187, Plant population
0000187,PlntStnd
0000187,PStand
0000670,VgP
0000670,VegPeriod
0000670, VegP
0000670, VP
0000670,VgP
0000670,VegPeriod
0000670, VegP
0000670, VP
0000680,Plant vigor
0000680,PlntVig
0000680,Vig
0000937,EgramInc
0000937,EGRAM
0000937,EgramInc
0000937,EGRAM
0000937,EgramInc
0000937,EGRAM
0000937,EgramInc
0000937,EGRAM
0000937,EgramInc
0000937,EGRAM
0000938,EgramLegacy
0000938,EGRAM
0000939,EgramSev
0000939,EGRAM
0000939,EgramSev
0000939,EGRAM
0000112,PnegleDmg
0000112,PNEGLE
0000112, RLN
0000113,PthornDmg
0000113,PTHORN
0000113, RLN
0000668,RepP
0000668,RepPeriod
0000668, RP
0000668,RepP
0000668,RepPeriod
0000668, RP
0000681,RsolaInc
0000681,RSOLA
0000090,RodentDmg
0000090,RODDMG
0000682,RootDis
0000161,RLNDmg
0000161,RLESDMG
0000161, RLN
0000091,DnoxiDmg
0000091,DNOXI
0000132,SaltTol
0000132,SALTOL
0000092,SawflyDmg
0000092,CcincDmg
0000092, CPYGMDmg
0000110,SGNDmg
0000110,AtritDmg
0000075,SemoCol
0000074,SemoProt
0000074,SemoProt
0000674,SemoYellPig
0000674,SEMOYELPIG
0000914,SepSPInc
0000916,SepSpLegacy
0000916,SepSpLegacy
0000715,SepSpResp
0000715,SepSpResp
0000714,SepSpSev
0000714,SepSpSev
0000714,SepSpSev
0000917,SnodoInc
0000917,SnodoInc
0000918,SnodoLegacy
0000918,SnodoLegacy
0000717,SnodoSev
0000919,StritInc
0000919,STRIT
0000919,StritInc
0000919,STRIT
0000920,StritLegacy
0000920,STRIT
0000920,StritLegacy
0000920,STRIT
0000719,StritResp
0000719,STRIT
0000718,StritSev
0000718,STRIT
0000718,StritSev
0000718,STRIT
0000683,RcereInc
0000683,RCERE
0000093,SnailDmg
0000173,SBMVInc
0000173,SBMV
0000115,SROLF
0000115,SrolfResp
0000027,Awns
0000055,Spike compactness
0000055, ear compactness
0000055,SpkDen
0000684,SpkDis
0000056,SpkLng
0000166,Ear number
0000166,SN
0000166,SNO
0000166, SpkNO
0000166, SpkNo
0000166,Ear number
0000166,SN
0000166,SNO
0000166, SpkNO
0000166, SpkNo
0000057,Shattering
0000057,Rachis brittleness
0000659,Threshblty
0000058,SplN
0000058,SplNo
0000912,HsatiLInc
0000912,HSATIL
0000912,HsatiLInc
0000912,HSATIL
0000913,HsatiLLegacy
0000913,HSATIL
0000913,HsatiLLegacy
0000913,HSATIL
0000723,HsatiLSev
0000723,HSATIL
0000723,HsatiLSev
0000723,HSATIL
0000081,Pre-harvest sprouting tolerance
0000081,SproutTol
0000062,Straw diameter
0000062, Culm diameter
0000062,StmDia
0000062,STMDIA
0000060,Culm length
0000060,StmLng
0000688,Stem rust CI
0000688, Stem rust
0000688,PgramCI
0000903,PgramNote
0000177,Stem rust
0000177,PgramResp
0000177,PGRAM
0000904,Stem rust
0000904,PgramSdlgResp
0000904,PGRAM
0000905,Stem rust
0000905,PgramSev
0000905,PGRAM
0000905,Stem rust
0000905,PgramSev
0000905,PGRAM
0000061,Culm solidness
0000061,StmSol
0000657,Straw strength
0000657, Culm strength
0000657,StmStrength
0000658,StmWallThk
0000658,STMTHK
0000207,StmWSC
0000207,STEMWSC
0000207, WSC
0000207,
0000165,SpkSterility
0000165,SterInd
0000165,SpkSterility
0000165,SterInd
0000689,Stripe rust CI
0000689, Stripe rust
0000689,PstriCI
0000689,YRustCI
0000689, YRCI
0000689, PSTRIL
0000906,Stripe rust
0000906,PstriInc
0000906,YRustInc
0000906, YRInc
0000906, PSTRIL
0000907,PstriNote
0000907,YRustNote
0000907, YRNote
0000907, PSTRIL
0000179,Stripe rust
0000179,PstriResp
0000179,YRustResp
0000179, YRResp
0000179, PSTRIL
0000179,Stripe rust
0000179,PstriResp
0000179,YRustResp
0000179, YRResp
0000179, PSTRIL
0000908,Stripe rust
0000908,PstriSev
0000908,YRustSev
0000908, YRSev
0000908, PSTRIL
0000908,Stripe rust
0000908,PstriSev
0000908,YRustSev
0000908, YRSev
0000908, PSTRIL
0000909,Stripe rust
0000909,PstriSpkSev
0000909,YRustSpkSev
0000909, YRSpkSev
0000909, PSTRIL
0000094,SuPDmg
0000119,GgtriInc
0000119,GGTRI
0000119,GgtriInc
0000119,GGTRI
0000910,TanSpotInc
0000910,TanSpotInc
0000345,TanSpotResp
0000911,TanSpotSdlgResp
0000650,TanSpotSev
0000650,TanSpotSev
0000940,TSpl
0000940,TS
0000940,TSpl
0000940,TS
0000190,TN
0000190,TllNo
0000190, TNO
0000190,TN
0000190,TllNo
0000190, TNO
0000190,TN
0000190,TllNo
0000190, TNO
0000189,Plant Tillering capacity
0000189,TllrCapacity
0000099,TlaevInc
0000099,TLAEV
0000099, CB
0000100,TtritInc
0000100,TTRIT
0000100, CB
0000158,1BL/1RS translocation
0000158,T1BL1RS
0000158,1BL1RS
0000128,WtrLoggDmg
0000128,H2ODMG
0000227,WMFlrCol
0000227,WMFlrCol
0000227,WMFlrCol
0000071,WMFlrFN
0000147,grain SDS-sedimentation
0000147, whole meal flour SDS-sedimentation
0000147,WMFlrSDS
0000677,WMFlrYellPig
0000677,WMFLRYELPIG
0000164,Winter susceptibility
0000164,WKill
0000164,Winter susceptibility
0000164,WKill
0000164,Winter susceptibility
0000164,WKill
0000685,WormDmg
0000932,BLB
0000932, PSYRI
0000932,BLBSev
0000932,PsyriSev
0000710,RsecaSev
0000710,RSECA
0000926,FgramSev
0000926,FGRAML
0000653,FNIVLB
0000653, FNIVAL
0000653,FnivLBSev
0000686,HelSpSev
0000406,HtereSev
0000939,EgramSev
0000939,EGRAM
0000714,SepSpSev
0000717,SnodoSev
0000718,StritSev
0000718,STRIT
0000723,HsatiLSev
0000723,HSATIL
0000650,TanSpotSev
0001031,MgrisSev
0001032,ForgDM
0000963,winter hardiness
0000963,Wsurv
0000960,AwnCol
0000961,GNDVI
0000962,RNDVI
0000966,GAmyloPec
0000967,GLys
0000970,RachLng
0000971,SpkTyp
0000972,StdEst
0000973,StmCol
0000974,StrawBreak
0000975,StrawCol
0000976,StrawStn
0000977,StrawYld
0000978,WMFlrAsh
0000979,GLng
0000979,kernel length
0000980,GWid
0000980,kernel width
0000981,GThk
0000981,kernel thickeness
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000040,Kernel size
0000040,GSize
0000040,GSiz
0000040, Ksize
0000040, GrnSize
0000982,AnthExt
0000982,AnthExt
0001484,InfertSpkN
0001484,InflSPKLSP
0001485,RSpkGP
0001485,RSGP
0000407,CGR
0000407,CGR
0000166,Ear number
0000166,SN
0000166,SNO
0000166, SpkNO
0000166, SpkNo
0001486,GYPR
0001487,BMPR
0001488,TTTS
0001489,TTIB
0001490,TTB
0001491,TTH
0001492,TTA
0001493,TTM
0000207,StmWSC
0000207,STEMWSC
0000207, WSC
0000207,
0000207,StmWSC
0000207,STEMWSC
0000207, WSC
0000207,
0001494,SpkPho
0001495,FE
0001496,SpkPI
0001496,SPI
0001497,LeafPI
0001497,LPI
0001498,LeafSPI
0001498,LSPI
0001499,TSPI
0001499,TSPI
0001500,SLA
0001501,Anet
0001502,Asat
0001503,Amax
0001504,Ci
0001505,PhiPS2
0001506,PhiCO2
0001507,ETR
0001508,FmLA
0001508,FmLA
0001509,FoLA
0001509,FoLA
0001510,FvLA
0001510,FvLA
0001511,FvLAFmLA
0001511,FvLAFmLA
0001512,Fs
0001513,LeafTR
0001513,Tr
0001514,CiCa
0001515,LI
0001516,RUE_T
0001516,RUE_T
0001517,LeafPSSRa
0001517,PSSRa
0001518,LeafPSSRb
0001518,PSSRb
0001519,LeafR675
0001519,R675
0001520,LeafR550
0001520,R550
0001521,LeafR750R700
0001521,R750R700
0001522,LeafR750R700
0001522,R750R700
0001523,SpkDW
0001524,FLeafLLng
0001525,FLeafLWid
0001526,SpkGW
0001527,Stripe rust
0001527,PstriSdlgResp
0001527,YRustResp
0001527, YRResp
0001527, PSTRIL
0001528,LRollSev
0001529,LRollInc
0000393,ISBM
0001652,GRATIL
0001653,GWTTILL
0000121,Flowering time
0000121,Ant
0000121,Flowering
0000121, Flw
0000121, A
0500046,BlkGlmCol
0001019,BLS
0001019, black chaff
0001019,BLSSev
0001019,PsyriSev
0500001,BQ
0500001,BQ
0000096,BYDInc
0000096,BYDV
0500002,BYDResp
0500004,CanopyTemp
0500004,CanopyTemp
0500005,CanopyTempDep
0500005,CTD
0500005,CanopyTempDep
0500005,CTD
0500006,CD
0500006,CD
0000028,Chl
0000028,ChloC
0000028, ChlCont
0000028, LChl
0500045,EgramResp
0500007,FertSpkN
0000925,FgramResp
0000926,FgramSev
0000926,FGRAML
0500019,FHBDI
0000652,FHBDON
0000652,FHBDON
0500020,FHBFlorets
0500021,FHBISK
0500008,FLeafAng
0500009,FLeafChl
0500010,FLeafGlau
0500012,FLeafGreenTime
0001525,FLeafLWid
0000194,FLeafSen
0000194,FlagSen
0500011,FLeafSenTime
0500011,FlagSenTime
0000068,FlrYld
0000068,FlrYd
0500013,ForAsh
0500014,ForFib
0001032,ForgDM
0500015,ForMst
0500016,ForNDF
0500017,ForPrt
0500018,ForStr
0000127,FrostDmg
0000127,DMPFRO
0500024,GArse
0500024,GRNARSE
0500026,GCadm
0500026,GRNCADM
0500027,GCalc
0500027,GRNCALC
0500028,GCoba
0500028,GRNCOBA
0500029,GCopp
0500029,GRNCOPP
0000072,Grain texture
0000072,GHrd
0000072,HRDCLS
0000072, GRNHRD
0500022,waxiness
0500022,Glau
0500030,GLead
0500030,GRNLEAD
0500031,GLith
0500031,GRNLITH
0500023,glume pubescence
0500023,GlmPub
0000967,GLys
0500032,GMagn
0500032,GRNMAGN
0500033,GMang
0500033,GRNMANG
0500034,GMoly
0500034,GRNMOLY
0000017,Kernel number
0000017,GN
0000017,GNO
0000017, GrnNo
0000017, KrnNo
0000017, KN
0500035,GNick
0500035,GRNNICK
0500036,GPota
0500036,GRNPOTA
0500025,GrnAsh
0000015,GrwHabit
0000015,GHabit
0500037,GSulp
0500037,GRNSULP
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0500038,GWid
0000013,GY
0000013,GrnYld
0000013, Yld
0000088,HesFlyDmg
0000088,HESFDMG
0000088,HesFlyDmg
0000088,HESFDMG
0000088,HesFlyDmg
0000088,HESFDMG
0000088,HesFlyDmg
0000088,HESFDMG
0000088,HesFlyDmg
0000088,HESFDMG
0000088,HesFlyDmg
0000088,HESFDMG
0001484,InfertSpkN
0001484,InflSPKLSP
0500039,LASRC
0500039,LASRC
0000167,Lodg
0000167,LOD
0000167,Lodg
0000167,LOD
0000022,Mat
0000022,Mt
0000022, M
0000022, Maturity
0000022,Mat
0000022,Mt
0000022, M
0000022, Maturity
0500041,MQ
0500041,MQ
0500042,MSE
0500042,MSE
0500040,MTW
0500043,NIV
0000054,PedGlau
0500053,PgramInc
0500054,PgramInf
0500054,PgramInf
0500054,PgramInf
0500054,PgramInf
0500054,PgramInf
0500054,PgramInf
0000177,Stem rust
0000177,PgramResp
0000177,PGRAM
0000905,Stem rust
0000905,PgramSev
0000905,PGRAM
0000187,Plant establishment
0000187, Crop stand
0000187, Plant density
0000187, Plant population
0000187,PlntStnd
0000187,Pstand
0500044,PPOActivity
0500044,PPO
0000178,PrecoResp
0000178,BwRustResp
0000178, LRResp
0000178,PrecoResp
0000178,BwRustResp
0000178, LRResp
0000901,PrecoSdlgResp
0000901,BwRustSdlgResp
0000901, LRSdlgResp
0000901,PrecoSdlgResp
0000901,BwRustSdlgResp
0000901, LRSdlgResp
0000901,PrecoSdlgResp
0000901,BwRustSdlgResp
0000901, LRSdlgResp
0000901,PrecoSdlgResp
0000901,BwRustSdlgResp
0000901, LRSdlgResp
0500049,SBMVCI
0000173,SBMVInc
0000173,SBMV
0500050,SBMVResp
0500048,SE
0500048,SE
0000057,Shattering
0000057,Rachis brittleness
0500047,SnodoResp
0000717,SnodoSev
0000717,SnodoSev
0500051,SpkCol
0001523,SpkDW
0500052,SpkGlau
0500052,SpkGlau
0500055,SSRC
0500055,SSRC
0000062,Straw diameter
0000062, Culm diameter
0000062,StmDia
0000062,STMDIA
0000061,Culm solidness
0000061,StmSol
0500056,VegPrt
0500003,CanopySen
1010001,PANU
0000007,Biological yield
0000007, All above-ground biomass at maturity
0000007, Above-ground dry matter
0000007,BM
0000007,AGBM
0000007, BMMat
0000007, BIOMAS
0000006,Biological yield
0000006, All above-ground biomass at maturity
0000006, Above-ground dry matter
0000006,BM
0000006,AGBM
0000006, BMMat
0000006, BIOMAS
0000021,Plant emergence
0000005,Biological yield
0000005, All above-ground biomass at maturity
0000005, Above-ground dry matter
0000005,BM
0000005,AGBM
0000005, BMMat
0000005, BIOMAS
0000058,Fertile spikelets per spike
0000058, spikelet / spike
0000058,SplN
0000058,SplNo
0000017,Kernel number
0000017,GN
0000017,GNO
0000017, GrnNo
0000017, KrnNo
0000017, KN
0000038,Kernel number per spike
0000038, grains per spike
0000038,GrnSpk
0000038,GRNSPK
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000013,GY
0000013,GrnYld
0000013, Yld
0000013,GY
0000013,GrnYld
0000013, Yld
0000056,SpkLng
0000123,Biomass partitioning to grain
0000123,HI
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000979,GLng
0000979,kernel length
0000167,Lodg
