observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3036water_regimewatered,3337098,Gai12,Biogemma Gaillac 2012,127435,https://doi.org/10.15454/OVKBUY,F7081_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,248.8544250627,,322.2876176859,,4790.0915470491,,66.5473845919,,67.090898133,,-9.9206989247,,-20.2554347826,,280.475,,963.435,,266.712,,27.1868526225,,25.4644615555,,27.2798120066,,18.472430303,,17.0439396396,,18.1438998682,,314.2051077541,,131.4748875394,
3081water_regimewatered,3337139,Gai12,Biogemma Gaillac 2012,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,241.9521366162,,309.6482072711,,4131.5033970265,,63.9225381037,,64.6208815443,,-9.5997474747,,-21.744047619,,280.475,,1015.171,,255.262,,27.1868526225,,25.5538073905,,27.0783009316,,18.472430303,,17.1364637387,,17.8609379509,,299.5510807432,,111.9604109765,
3036water_regimerainfed,3336852,Gai12,Biogemma Gaillac 2012,127435,https://doi.org/10.15454/OVKBUY,F7081_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,163.3678428761,,267.4151556443,,1342.1116123587,,69.3541044483,,80.6167507095,,,,,,,,,,,,,,,,,,,,,,,,196.2154025413,,102.5676274759,
3183water_regimerainfed,3336990,Gai12,Biogemma Gaillac 2012,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,158.0152183429,,301.5901702337,,2627.6145256215,,70.0778664439,,80.4821297012,,,,,,,,,,,,,,,,,,,,,,,,201.2501783403,,93.9093467715,
3191water_regimerainfed,3336997,Gai12,Biogemma Gaillac 2012,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,157.9617883662,,273.7586294633,,1181.2379729039,,71.2554382286,,76.5150817085,,,,,,,,,,,,,,,,,,,,,,,,204.2916805124,,90.5756620616,
3190water_regimerainfed,3336996,Gai12,Biogemma Gaillac 2012,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,167.9659844055,,295.7141270767,,1537.8532578917,,65.2998955938,,78.5062524767,,,,,,,,,,,,,,,,,,,,,,,,214.2836641283,,95.2945753163,
3193water_regimerainfed,3336999,Gai12,Biogemma Gaillac 2012,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,175.2229421553,,277.9622483454,,2384.8817399113,,71.4026423632,,79.7777805815,,,,,,,,,,,,,,,,,,,,,,,,212.5260479909,,96.8611476895,
3037water_regimewatered,3337099,Gai12,Biogemma Gaillac 2012,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,272.0719787666,,318.8484073472,,5105.9863669568,,68.0594825023,,67.4691396231,,-9.9206989247,,-19.9934210526,,358.108,,963.435,,241.887,,26.8655532639,,25.3819659186,,27.637243318,,18.367671156,,17.0028854165,,18.2785964912,,324.8469987157,,130.6178565617,
3037water_regimerainfed,3336853,Gai12,Biogemma Gaillac 2012,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,173.8383390466,,283.1887235172,,1769.8384786123,,66.3434879907,,73.1114990107,,,,,,,,,,,,,,,,,,,,,,,,221.4416347732,,102.9861995762,
3198water_regimewatered,3337250,Gai12,Biogemma Gaillac 2012,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,256.0380517864,,333.0184648198,,5456.7892893856,,69.3610839805,,70.8116234595,,-8.6354166667,,-19.765,,301.774,,895.194,,257.568,,27.1407436626,,25.2610414311,,27.4542889836,,18.4756747475,,16.902988467,,18.3535878788,,315.5464314824,,115.5336176275,
3200water_regimewatered,3337252,Gai12,Biogemma Gaillac 2012,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,259.7057958892,,343.2275363986,,4772.0314041086,,70.7886309251,,74.0142271072,,-8.1907051282,,-19.7690972222,,358.108,,856.905,,269.218,,26.8655532639,,25.1654288273,,27.9072289217,,18.367671156,,16.881110137,,18.4288888889,,299.4357202312,,119.2039277256,
3200water_regimerainfed,3337006,Gai12,Biogemma Gaillac 2012,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,152.1067324414,,303.0377662821,,726.1615071504,,67.8476838926,,74.9221041135,,,,,,,,,,,,,,,,,,,,,,,,210.5352850745,,100.5401755156,
3206water_regimewatered,3337258,Gai12,Biogemma Gaillac 2012,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,254.6861707031,,366.2745868374,,4851.7481303829,,69.0803320632,,70.4539269074,,-9.2629310345,,-19.9424603175,,358.108,,917.38,,262.882,,26.8655532639,,25.2945761976,,27.7761752936,,18.367671156,,16.9207180145,,18.4896825397,,292.8493511177,,131.4745339986,
3017water_regimerainfed,3336833,Gai12,Biogemma Gaillac 2012,127416,https://doi.org/10.15454/O8CNHP,A374_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,159.0954072026,,253.838324806,,1351.3383768366,,66.374956958,,77.3011177158,,,,,,,,,,,,,,,,,,,,,,,,187.500498973,,99.5439411236,
3038water_regimewatered,3337100,Gai12,Biogemma Gaillac 2012,127437,https://doi.org/10.15454/GYTVRS,Os426_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,275.6848651576,,318.3346419599,,4003.0347223559,,69.3864105695,,69.9110085502,,-9.2629310345,,-20.671474359,,263.182,,917.38,,235.382,,27.0224858534,,25.3779956625,,27.3581637945,,18.2659858586,,16.9617715358,,18.2942191142,,313.9059352696,,152.4434911851,
3085water_regimewatered,3337143,Gai12,Biogemma Gaillac 2012,127481,https://doi.org/10.15454/QKMCCR,B37_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,256.3433513167,,343.4896588972,,3627.0405504755,,67.9187050043,,70.4576478917,,-9.2629310345,,-19.4704861111,,301.774,,917.38,,287.942,,27.1407436626,,25.1074664698,,27.4269053336,,18.4756747475,,16.7857871849,,18.3512373737,,290.7371356598,,114.3136433906,
3212water_regimewatered,3337264,Gai12,Biogemma Gaillac 2012,127606,https://doi.org/10.15454/HDJP0L,N16_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,269.2305128072,,318.7725206985,,4053.4098161849,,70.2818468515,,72.1819592476,,-8.2680041152,,-19.9241898148,,334.597,,873.628,,279.134,,26.96411365,,25.0249054987,,27.6980299543,,18.4556585082,,16.7431670385,,18.3964583333,,309.9615054232,,150.1972377541,
3212water_regimerainfed,3337018,Gai12,Biogemma Gaillac 2012,127606,https://doi.org/10.15454/HDJP0L,N16_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,150.8665639878,,275.1085736729,,1844.4221326109,,72.7796146283,,83.2124043595,,,,,,,,,,,,,,,,,,,,,,,,192.3822520342,,100.7451364347,
3215water_regimewatered,3337267,Gai12,Biogemma Gaillac 2012,127609,https://doi.org/10.15454/68UAOE,NK764_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,237.9832501122,,303.2371212795,,4459.2239112529,,64.8707304825,,63.2538681276,,-9.5355392157,,-21.6651234568,,160.341,,1041.109,,206.665,,26.191416165,,25.5569499319,,26.8787581818,,17.7122310057,,17.1294248203,,17.7928900112,,278.5221393447,,113.0521473017,
3086water_regimewatered,3337144,Gai12,Biogemma Gaillac 2012,127482,https://doi.org/10.15454/BWEN08,F353_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,244.9842664601,,341.9973199718,,3433.0335675341,,63.4217084218,,63.4001064487,,-9.5355392157,,-23.0295138889,,216.801,,1041.109,,229.324,,26.4381619424,,25.5569499319,,26.89761017,,17.8612525253,,17.1294248203,,17.7832512626,,292.3414470363,,111.2959672816,
3221water_regimewatered,3337273,Gai12,Biogemma Gaillac 2012,127615,https://doi.org/10.15454/9E4IDY,A554_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,246.44294745,,281.063649028,,4003.0846636263,,63.9830415455,,63.9297502838,,-9.5997474747,,-22.405,,216.801,,1015.171,,255.262,,26.4381619424,,25.5973498716,,26.8550455061,,17.8612525253,,17.1584154292,,17.7323212121,,285.4441354783,,122.1665271812,
3040water_regimewatered,3337102,Gai12,Biogemma Gaillac 2012,127439,https://doi.org/10.15454/J1WKMB,F7001_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,256.0288798232,,332.8903154739,,3527.0137481878,,67.0488807305,,67.3442133779,,-9.9206989247,,-19.69375,,329.425,,963.435,,241.887,,26.8606215726,,25.5079774381,,27.4705303134,,18.3721070707,,17.0653193217,,18.1686666667,,309.2409006714,,128.2325215457,
3087water_regimerainfed,3336899,Gai12,Biogemma Gaillac 2012,127483,https://doi.org/10.15454/OTWCEI,EC136_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,166.3814837684,,259.3310570223,,188.113208733,,62.5277419279,,72.0454064341,,,,,,,,,,,,,,,,,,,,,,,,203.6661850873,,93.4628918875,
3040water_regimerainfed,3336856,Gai12,Biogemma Gaillac 2012,127439,https://doi.org/10.15454/J1WKMB,F7001_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,161.2241079124,,264.1738582755,,1930.520397806,,65.8226151066,,73.6521959525,,,,,,,,,,,,,,,,,,,,,,,,215.4365211802,,102.6818382692,
3227water_regimewatered,3337279,Gai12,Biogemma Gaillac 2012,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,246.2340609367,,348.041139364,,3485.8224599189,,68.1698320238,,68.9840876905,,-9.6847222222,,-19.1534090909,,319.22,,941.231,,239.031,,27.1150701404,,25.3381821444,,27.396718559,,18.4739180264,,16.9818724562,,18.1736225895,,290.3086078053,,119.9717475779,
3228water_regimewatered,3337280,Gai12,Biogemma Gaillac 2012,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,241.4336690212,,311.5455304672,,4411.1841366253,,64.8560452882,,62.6588158506,,-9.5355392157,,-23.1612318841,,222.925,,1041.109,,206.665,,26.5814758741,,25.5569499319,,27.0569744197,,17.8503858586,,17.1294248203,,17.8886824769,,283.4340728635,,114.9910025249,
3088water_regimerainfed,3336900,Gai12,Biogemma Gaillac 2012,127484,https://doi.org/10.15454/9GOSKA,W95115_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,159.999919358,,252.7712991872,,1495.6013780857,,63.6780020398,,69.2617964096,,,,,,,,,,,,,,,,,,,,,,,,182.7334707555,,99.8433060126,
3230water_regimewatered,3337282,Gai12,Biogemma Gaillac 2012,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,256.0445300931,,329.4940960665,,4046.7328326019,,65.9379161509,,68.2296655709,,-9.6847222222,,-20.1197916667,,280.475,,941.231,,306.543,,27.1868526225,,25.421133215,,27.3576269439,,18.472430303,,17.0231624589,,18.1716540404,,282.1140684393,,121.6593353142,
3041water_regimewatered,3337103,Gai12,Biogemma Gaillac 2012,127440,https://doi.org/10.15454/VUPKKL,LH74_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,240.2075600688,,284.5955044306,,5092.5957033548,,67.2339632753,,66.2187598296,,-9.9206989247,,-20.7725694444,,260.476,,963.435,,241.887,,27.2494496325,,25.3819659186,,27.2133416888,,18.5191982323,,17.0028854165,,18.1108207071,,300.9127375277,,125.727930644,
3089water_regimewatered,3337147,Gai12,Biogemma Gaillac 2012,127485,https://doi.org/10.15454/ITYYBD,Pa91_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,269.9007247868,,345.5362664176,,5071.8953749123,,70.5299037718,,72.2820005208,,-8.2680041152,,-19.5472222222,,319.22,,873.628,,252.495,,27.1150701404,,25.2155291841,,27.5569020173,,18.4739180264,,16.8808357177,,18.3660545455,,308.7736325344,,137.3180212535,
3041water_regimerainfed,3336857,Gai12,Biogemma Gaillac 2012,127440,https://doi.org/10.15454/VUPKKL,LH74_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,160.5580853113,,264.4165324702,,1447.9711538643,,67.8017481118,,75.4340585453,,,,,,,,,,,,,,,,,,,,,,,,182.9152943002,,96.9776663889,
3238water_regimewatered,3337290,Gai12,Biogemma Gaillac 2012,127632,https://doi.org/10.15454/PTTCO2,UH_6179_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,252.1022948154,,326.7532779234,,3935.3701115662,,62.6638904051,,63.5194574827,,-9.5355392157,,-23.1685606061,,241.808,,1041.109,,257.34,,26.4912704036,,25.5569499319,,27.1851944551,,17.7769094794,,17.1294248203,,17.9772589532,,308.0283810444,,128.9448745456,
3242water_regimewatered,3337294,Gai12,Biogemma Gaillac 2012,127636,https://doi.org/10.15454/VO3AKN,UH_P074_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,238.9464911205,,353.7820244713,,3737.2428953888,,61.7660057342,,62.2237947147,,-9.6726190476,,-23.3770833333,,263.182,,1055.033,,271.49,,27.0224858534,,25.6033236822,,27.1301237526,,18.2659858586,,17.1765409252,,17.8249848485,,284.7427017518,,116.8120105516,
3090water_regimewatered,3337148,Gai12,Biogemma Gaillac 2012,127486,https://doi.org/10.15454/7XVPGB,EA3076_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,256.9071239692,,333.866247729,,3658.9014193906,,67.063932823,,69.1465063714,,-9.6847222222,,-19.1534090909,,315.715,,941.231,,264.091,,27.0758849349,,25.3381821444,,27.396718559,,18.488430303,,16.9818724562,,18.1736225895,,323.620056692,,140.4959618902,
3244water_regimerainfed,3337050,Gai12,Biogemma Gaillac 2012,127638,https://doi.org/10.15454/VELLIH,UH_P104_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,166.2728877719,,265.9358733225,,1754.6794607942,,64.1292944988,,69.7263554756,,,,,,,,,,,,,,,,,,,,,,,,205.1754741336,,99.7631319267,
3245water_regimewatered,3337297,Gai12,Biogemma Gaillac 2012,127639,https://doi.org/10.15454/MMGFWL,UH_P115_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,233.499373451,,307.4671637697,,4375.7944420188,,63.1230327831,,62.4349914117,,-9.6726190476,,-23.140625,,202.469,,1055.033,,243.416,,26.2521608958,,25.6033236822,,26.9138393744,,17.6868525253,,17.1765409252,,17.7582512626,,296.4812226919,,112.2403564866,
3252water_regimewatered,3337304,Gai12,Biogemma Gaillac 2012,127646,https://doi.org/10.15454/GBTDNM,W117_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,225.7769002364,,325.8574936314,,3415.4380295815,,63.3286500583,,63.9493090659,,-9.5997474747,,-22.5052083333,,222.925,,1015.171,,255.262,,26.5814758741,,25.5538073905,,27.0059960511,,17.8503858586,,17.1364637387,,17.8312373737,,283.2948792785,,87.9973917721,
3252water_regimerainfed,3337058,Gai12,Biogemma Gaillac 2012,127646,https://doi.org/10.15454/GBTDNM,W117_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,165.7761774276,,281.1917233113,,740.5063551446,,62.5342974843,,70.014810242,,,,,,,,,,,,,,,,,,,,,,,,195.8972939526,,97.4980696524,
3254water_regimerainfed,3337060,Gai12,Biogemma Gaillac 2012,127648,https://doi.org/10.15454/P7VJXF,W604S_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,154.9784708601,,292.9622607748,,1233.9072838031,,68.6343551716,,79.8861031384,,,,,,,,,,,,,,,,,,,,,,,,201.5075105201,,100.2434666611,
3092water_regimewatered,3337150,Gai12,Biogemma Gaillac 2012,127488,https://doi.org/10.15454/BZLOYX,EP10_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,234.0580264317,,315.1660871334,,3535.5716813704,,63.7298000348,,64.4958977669,,-9.5997474747,,-22.405,,216.101,,1015.171,,255.262,,26.7210276844,,25.5538073905,,26.8550455061,,17.9542213805,,17.1364637387,,17.7323212121,,282.5047322723,,110.1709507524,
3249water_regimerainfed,3337055,Gai12,Biogemma Gaillac 2012,127643,https://doi.org/10.15454/VEZE8O,UH_S025_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,159.7623682313,,249.887129676,,1513.8715532731,,65.1455164029,,70.7543497615,,,,,,,,,,,,,,,,,,,,,,,,210.2489159166,,95.3455468823,
3028water_regimewatered,3337090,Gai12,Biogemma Gaillac 2012,127427,https://doi.org/10.15454/KSZLK9,F838_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,237.8335007588,,286.4581023305,,4453.8555541359,,68.4116954814,,68.5670256603,,-9.6847222222,,-19.9671052632,,383.403,,941.231,,239.031,,26.8862582034,,25.3381821444,,27.7268264197,,18.3834686147,,16.9818724562,,18.2785964912,,287.4162378063,,116.3422029069,
3243water_regimerainfed,3337049,Gai12,Biogemma Gaillac 2012,127637,https://doi.org/10.15454/H9VQPV,UH_P087_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,162.8966810786,,307.1423832204,,610.0999653286,,65.4219018238,,76.6343311498,,,,,,,,,,,,,,,,,,,,,,,,209.7743313223,,95.3055079196,
3043water_regimewatered,3337105,Gai12,Biogemma Gaillac 2012,127442,https://doi.org/10.15454/RPM9FH,F924_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,244.7804954284,,305.6595274838,,5242.2139822472,,64.8438402663,,64.4836178391,,-9.5997474747,,-21.3680555556,,334.597,,1015.171,,232.603,,26.96411365,,25.4721617023,,27.2566249822,,18.4556585082,,17.0952924858,,17.8412962963,,308.360809945,,120.0402588797,
3002water_regimerainfed,3336818,Gai12,Biogemma Gaillac 2012,127401,https://doi.org/10.15454/AQWE02,PH207_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,166.3120177231,,259.279903329,,2261.5322002715,,62.85473836,,64.9019660958,,,,,,,,,,,,,,,,,,,,,,,,215.8960023185,,97.205435556,
3223water_regimerainfed,3337029,Gai12,Biogemma Gaillac 2012,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,168.5427766554,,336.2239712606,,2442.9447483111,,70.088498378,,79.6877155402,,,,,,,,,,,,,,,,,,,,,,,,216.66098201,,99.8139762698,
3215water_regimerainfed,3337021,Gai12,Biogemma Gaillac 2012,127609,https://doi.org/10.15454/68UAOE,NK764_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,151.5815899512,,259.0458254606,,1481.7799108794,,64.2489907911,,76.8041172551,,,,,,,,,,,,,,,,,,,,,,,,208.6508601555,,93.5121264314,
3096water_regimewatered,3337152,Gai12,Biogemma Gaillac 2012,127490,https://doi.org/10.15454/4XYXKB,MS71_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,234.168486396,,272.2158361692,,4357.932975578,,65.6349143085,,66.7635781986,,-9.9206989247,,-21.1298076923,,222.925,,963.435,,284.339,,26.5814758741,,25.4644615555,,27.189817762,,17.8503858586,,17.0439396396,,18.0838344988,,288.9073996326,,118.5426308351,
3205water_regimerainfed,3337011,Gai12,Biogemma Gaillac 2012,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,153.020771395,,313.039525312,,553.454967322,,70.0977275539,,83.5510427571,,,,,,,,,,,,,,,,,,,,,,,,220.3578495904,,100.086145768,
3201water_regimerainfed,3337007,Gai12,Biogemma Gaillac 2012,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,158.4595265267,,323.0366079959,,1940.3316488034,,66.6893526917,,78.0998714416,,,,,,,,,,,,,,,,,,,,,,,,204.110053936,,102.5382448458,
3044water_regimewatered,3337106,Gai12,Biogemma Gaillac 2012,127443,https://doi.org/10.15454/BNROZU,EZ40_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,236.3916847365,,297.4999185284,,4818.5491610433,,66.9041357306,,64.5362895722,,-9.5997474747,,-20.7960526316,,319.22,,1015.171,,214.976,,27.1150701404,,25.4721617023,,27.0941621689,,18.4739180264,,17.0952924858,,17.8305103668,,295.8608659364,,119.6421598695,
3097water_regimewatered,3337153,Gai12,Biogemma Gaillac 2012,127491,https://doi.org/10.15454/JQK4DZ,DK4676A_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,234.5814346654,,350.3368182917,,4050.2317485565,,64.4648829205,,63.7022866313,,-9.5355392157,,-22.9464285714,,260.476,,1041.109,,229.324,,27.2494496325,,25.5569499319,,27.0712071606,,18.5191982323,,17.1294248203,,17.9009379509,,287.9437194489,,108.3468355193,
