observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF03102itkt,2803778,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26794,https://doi.org/10.15454/NWP5WQ,CF03102,VIRTUAL_TRIAL,,,,,,,,treated,2005,"92,5",,"148,5",,"72,4",,"99,6",,"93,5",,1,
CF01046itknt,2803809,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"92,5",,,,"73,2",,"109,1",,"82,5",,1,
CF01046itkt,2803810,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,treated,2005,"92,5",,147,,75,,"102,6",,"96,3",,1,
Rytmicitkt,2803774,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,149,,"73,4",,"104,1",,"97,7",,2,
Rytmicitknt,2803773,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,90,,,,73,,"118,8",,"89,9",,1,
CF01085itkt,2803788,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,148,,"72,1",,"108,9",,"102,2",,1,
CF01085itknt,2803787,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,85,,,,"73,1",,"130,9",,99,,1,
RE03111itkt,2803806,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,treated,2005,"77,5",,"146,5",,"71,6",,"105,6",,"99,1",,1,
RE03111itknt,2803805,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,80,,,,"69,4",,"116,1",,"87,8",,1,
RE03101itkt,2803762,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26398,https://doi.org/10.15454/OE94BR,RE03101,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,147,,"71,4",,"95,6",,"89,8",,1,
RE03101itknt,2803761,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26398,https://doi.org/10.15454/OE94BR,RE03101,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,85,,,,"71,4",,"106,9",,"80,9",,1,
RE03094itkt,2803816,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26397,https://doi.org/10.15454/A8ZRSZ,RE03094,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,"145,5",,"72,7",,"107,4",,"100,8",,1,
RE03094itknt,2803815,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26397,https://doi.org/10.15454/A8ZRSZ,RE03094,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,90,,,,73,,"129,3",,"97,8",,1,
DI02001itkt,2803780,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,149,,"78,8",,"116,1",,109,,1,
DI02001itknt,2803779,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,95,,,,"77,9",,"133,3",,"100,8",,1,
Soissonsitknt,2803817,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"82,5",,,,"76,6",,"105,9",,"80,1",,1,
Soissonsitkt,2803818,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2005,80,,"141,5",,"78,6",,"96,5",,"90,6",,1,
Orvantisitkt,2803808,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,146,,"76,3",,"102,3",,96,,1,
Orvantisitknt,2803807,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"87,5",,,,"72,7",,"100,4",,76,,1,
EM02207itkt,2803794,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2005,95,,148,,"75,4",,"108,1",,"101,5",,1,
EM02207itknt,2803793,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,95,,,,"73,4",,"123,8",,"93,6",,1,
LM03005itkt,2803758,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,treated,2005,80,,"144,5",,"72,8",,"95,4",,"89,5",,1,
LM03005itknt,2803757,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"82,5",,,,"70,4",,"95,1",,"71,9",,1,
EM00074itknt,2803803,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,90,,,,"73,8",,"119,4",,"90,3",,1,
EM00074itkt,2803804,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,149,,"75,6",,"105,3",,"98,9",,1,
DI03015itkt,2803756,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,"148,5",,"76,8",,"99,2",,"93,1",,1,
DI03015itknt,2803755,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"87,5",,,,74,,"109,8",,"83,1",,1,
Farandoleitkt,2803784,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,"145,5",,"73,2",,"110,2",,"103,4",,1,
DI02008itkt,2803792,BTH_Orgeval_2005_SetA1,BTH_Orgeval_2005_SetA1,26800,https://doi.org/10.15454/VY4RPB,DI02008,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,149,,"76,4",,"106,4",,"99,8",,1,
