observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prec(CO_321:1000219),prec(CO_321:1000219).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE01101itkt,2782868,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,48790,gnpis_pui:holding-921_taxon-4898_accession-48790,RE01101,VIRTUAL_TRIAL,,,,,,,,treated,2002,137,,101,,"69,6",
DI02028itkt,2782874,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49121,gnpis_pui:holding-921_taxon-4898_accession-49121,DI02028,VIRTUAL_TRIAL,,,,,,,,treated,2002,136,,"105,3",,"72,6",
RE01096itkt,2782857,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,48865,gnpis_pui:holding-921_taxon-4898_accession-48865,RE01096,VIRTUAL_TRIAL,,,,,,,,treated,2002,138,,"112,9",,"77,9",
EM01308itkt,2782863,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,48674,gnpis_pui:holding-921_taxon-4898_accession-48674,EM01308,VIRTUAL_TRIAL,,,,,,,,treated,2002,141,,"95,2",,"65,7",
RE01089itkt,2782885,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49165,gnpis_pui:holding-921_taxon-4898_accession-49165,RE01089,VIRTUAL_TRIAL,,,,,,,,treated,2002,138,,"107,3",,74,
EM01324itkt,2782865,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49472,gnpis_pui:holding-921_taxon-4898_accession-49472,EM01324,VIRTUAL_TRIAL,,,,,,,,treated,2002,141,,"103,1",,"71,1",
EM01325itkt,2782864,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49045,gnpis_pui:holding-921_taxon-4898_accession-49045,EM01325,VIRTUAL_TRIAL,,,,,,,,treated,2002,138,,"104,3",,"71,9",
EM01338itkt,2782890,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49457,gnpis_pui:holding-921_taxon-4898_accession-49457,EM01338,VIRTUAL_TRIAL,,,,,,,,treated,2002,143,,"102,2",,"70,5",
RE02088itkt,2782851,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49709,gnpis_pui:holding-921_taxon-4898_accession-49709,RE02088,VIRTUAL_TRIAL,,,,,,,,treated,2002,136,,"102,7",,"70,8",
Autanitkt,2782869,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,25805,https://doi.org/10.15454/ZA6HMJ,AUTAN,VIRTUAL_TRIAL,,,,,,,,treated,2002,132,,"100,7",,"69,4",
RE02133itkt,2782850,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49384,gnpis_pui:holding-921_taxon-4898_accession-49384,RE02133,VIRTUAL_TRIAL,,,,,,,,treated,2002,141,,"102,5",,"70,7",
EM01363itkt,2782872,BTH_Clermont-Ferrand_2002_SetB3,BTH_Clermont-Ferrand_2002_SetB3,49464,gnpis_pui:holding-921_taxon-4898_accession-49464,EM01363,VIRTUAL_TRIAL,,,,,,,,treated,2002,146,,101,,"69,7",
