observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2832388,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"105,84",,,,,,1,
1,2832386,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"81,15",,1,,2,,1,
2,2832389,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"110,62",,,,,,1,
1,2832376,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"109,01",,,,,,"2,5",
2,2832375,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"81,02",,1,,6,,"1,5",
2,2832377,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"114,45",,,,,,2,
1,2832374,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"79,95",,1,,3,,2,
2,2832485,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"107,85",,,,,,2,
1,2832482,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"87,03",,1,,1,,1,
1,2832484,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"106,17",,,,,,2,
2,2832483,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"89,17",,1,,3,,4,
1,2832468,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"105,81",,,,,,1,
2,2832467,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"64,71",,1,,"4,5",,"2,5",
1,2832466,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"57,49",,1,,"3,5",,3,
2,2832469,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"113,51",,,,,,2,
1,2832456,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"105,19",,,,,,1,
2,2832457,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"109,47",,,,,,1,
2,2832455,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"64,71",,5,,1,,"1,5",
1,2832454,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"70,05",,4,,1,,1,
2,2832461,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"103,06",,,,,,3,
1,2832460,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"104,68",,,,,,2,
2,2832459,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"78,34",,"1,5",,4,,"5,5",
1,2832458,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"64,44",,1,,"1,5",,7,
2,2832477,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"110,11",,,,,,2,
1,2832476,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"101,45",,,,,,"4,5",
2,2832475,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"88,24",,1,,"4,5",,4,
1,2832474,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"72,86",,1,,"1,5",,4,
1,2832424,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"119,51",,,,,,"1,5",
2,2832425,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"117,11",,,,,,1,
2,2832423,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"94,92",,1,,"1,5",,"1,5",
1,2832422,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"81,68",,1,,1,,1,
1,2832372,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49461,gnpis_pui:holding-921_taxon-4898_accession-49461,EM07085,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"111,68",,,,,,1,
1,2832370,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49461,gnpis_pui:holding-921_taxon-4898_accession-49461,EM07085,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"79,01",,1,,1,,1,
2,2832373,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49461,gnpis_pui:holding-921_taxon-4898_accession-49461,EM07085,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"106,8",,,,,,1,
1,2832392,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27843,https://doi.org/10.15454/KB5WU7,RE07004,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"111,02",,,,,,"1,5",
2,2832473,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27835,https://doi.org/10.15454/GZMJBE,RE07025,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"100,38",,,,,,1,
1,2832472,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27835,https://doi.org/10.15454/GZMJBE,RE07025,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"113,92",,,,,,"1,5",
1,2832470,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27835,https://doi.org/10.15454/GZMJBE,RE07025,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"93,32",,1,,1,,1,
2,2832471,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27835,https://doi.org/10.15454/GZMJBE,RE07025,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"91,71",,1,,1,,1,
2,2832505,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27787,https://doi.org/10.15454/SLLTW8,CF07008,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"124,72",,,,,,1,
1,2832504,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27787,https://doi.org/10.15454/SLLTW8,CF07008,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"119,74",,,,,,"1,5",
2,2832503,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27787,https://doi.org/10.15454/SLLTW8,CF07008,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"97,59",,1,,"1,5",,1,
1,2832502,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27787,https://doi.org/10.15454/SLLTW8,CF07008,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"100,67",,1,,1,,1,
1,2832412,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"108,91",,,,,,"2,5",
2,2832411,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"78,61",,1,,"3,5",,"1,5",
2,2832413,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"118,53",,,,,,"2,5",
1,2832410,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"76,2",,1,,3,,"1,5",
1,2832498,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"88,24",,1,,1,,1,
2,2832501,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"117,22",,,,,,1,
1,2832500,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"122,14",,,,,,1,
2,2832499,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"95,59",,1,,1,,1,
2,2832493,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"124,32",,,,,,"3,5",
1,2832492,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"114,7",,,,,,"3,5",
2,2832491,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"98,8",,"3,5",,1,,4,
1,2832490,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"89,3",,3,,1,,1,
1,2832480,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"109,96",,,,,,1,
1,2832478,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"72,19",,2,,"2,5",,1,
2,2832481,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"115,9",,,,,,1,
2,2832479,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"71,66",,"3,5",,3,,"4,5",
1,2832428,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"122,35",,,,,,1,
1,2832426,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"81,95",,1,,1,,1,
2,2832429,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"125,88",,,,,,"1,5",
2,2832427,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"97,86",,1,,"2,5",,1,
2,2832401,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"123,7",,,,,,"3,5",
1,2832400,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"113,92",,,,,,"3,5",
2,2832399,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"94,39",,1,,2,,"2,5",
