observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
Farandoleitkt,2802764,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2005,79,,142,,74,,"92,8",,"71,4",,,
CF03167itknt,2802775,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26797,https://doi.org/10.15454/VTWXME,CF03167,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,80,,146,,"76,7",,"104,5",,"71,3",,3,
DI02001itknt,2802759,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"88,5",,"146,5",,"77,7",,"108,2",,"73,8",,2,
DI02001itkt,2802760,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2005,"88,5",,146,,"77,6",,91,,70,,,
CF01085itkt,2802768,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,treated,2005,"82,5",,"143,5",,"74,2",,"94,9",,73,,,
CF03104itknt,2802765,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26795,https://doi.org/10.15454/VI1CVR,CF03104,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"83,5",,143,,"73,8",,"89,5",,61,,4,
LM03004itkt,2802802,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,48678,gnpis_pui:holding-921_taxon-4898_accession-48678,LM03004,VIRTUAL_TRIAL,,,,,,,,treated,2005,83,,142,,"77,6",,88,,"67,7",,,
CF01085itknt,2802767,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"81,5",,143,,"73,7",,"101,4",,"69,1",,"2,5",
LM03004itknt,2802801,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,48678,gnpis_pui:holding-921_taxon-4898_accession-48678,LM03004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,82,,141,,"77,5",,"90,8",,"61,9",,"2,5",
Farandoleitknt,2802763,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"78,5",,141,,"73,6",,"100,2",,"68,3",,2,
Apacheitknt,2802755,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,77,,141,,"77,6",,"85,7",,"58,4",,3,
CF03104itkt,2802766,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26795,https://doi.org/10.15454/VI1CVR,CF03104,VIRTUAL_TRIAL,,,,,,,,treated,2005,"84,5",,143,,"74,9",,"84,7",,"65,1",,,
RE03111itkt,2802786,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,treated,2005,"73,5",,143,,"74,8",,"102,2",,"78,6",,,
Apacheitkt,2802756,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2005,79,,141,,"78,4",,"89,9",,"69,1",,,
EM02207itkt,2802774,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,144,,"74,4",,"89,2",,"68,6",,,
DI03015itkt,2802736,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,treated,2005,83,,"144,5",,"74,7",,"99,5",,"76,5",,,
Chargeritkt,2802770,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2005,74,,143,,"70,7",,"108,5",,"83,4",,,
RE03111itknt,2802785,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"72,5",,143,,"73,1",,"107,4",,"73,2",,5,
Chargeritknt,2802769,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,70,,144,,"72,2",,"104,5",,"71,2",,5,
CF03163itkt,2802780,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26796,https://doi.org/10.15454/FR99SD,CF03163,VIRTUAL_TRIAL,,,,,,,,treated,2005,"72,5",,146,,"73,6",,"78,9",,"60,7",,,
CF03163itknt,2802779,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,26796,https://doi.org/10.15454/FR99SD,CF03163,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"75,5",,146,,"73,6",,"89,1",,"60,7",,"5,5",
EM00074itkt,2802784,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,treated,2005,"85,5",,"144,5",,"77,5",,100,,"76,9",,,
Croustyitkt,2802778,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,treated,2005,"94,5",,143,,80,,"93,1",,"71,6",,,
Croustyitknt,2802777,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,92,,143,,"78,2",,"97,4",,"66,4",,2,
Soissonsitknt,2802797,BTH_Dijon_2005_SetA1,BTH_Dijon_2005_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"84,5",,139,,"78,5",,"81,1",,"55,3",,"3,5",
