observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
EM03206itknt,2804807,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26809,https://doi.org/10.15454/NO762C,EM03206,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,78,,146,,"77,8",,"91,5",,"63,6",,2,
EM01068itknt,2804771,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,83,,147,,"70,3",,"103,9",,"72,2",,2,
DI05030itknt,2804751,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48477,https://doi.org/10.15454/NU9M2G,DI05030,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,82,,144,,70,,"119,5",,83,,3,
EM01343itkt,2804782,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26804,https://doi.org/10.15454/OU9OPJ,EM01343,VIRTUAL_TRIAL,,,,,,,,treated,2005,84,,"144,5",,"74,1",,"93,5",,"74,5",,,
EM01343itknt,2804781,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26804,https://doi.org/10.15454/OU9OPJ,EM01343,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,84,,"144,5",,"74,3",,"93,1",,"64,6",,3,
EM00107itknt,2804755,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,79,,"144,5",,"77,1",,"104,2",,"72,4",,"2,5",
EM01068itkt,2804772,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,treated,2005,84,,147,,"72,1",,"98,3",,"78,4",,,
LM03017itknt,2804791,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48364,gnpis_pui:holding-921_taxon-4898_accession-48364,LM03017,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,78,,141,,"76,7",,"101,9",,"70,8",,"3,5",
CF03287itknt,2804789,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,76,,"143,5",,"78,1",,"93,7",,"65,1",,"2,5",
EM03149itknt,2804761,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,80,,"142,5",,"75,5",,"105,8",,"73,5",,"2,5",
DI04019itkt,2804766,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,treated,2005,"80,5",,"143,5",,"72,9",,"106,4",,"84,9",,,
LM03017itkt,2804792,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48364,gnpis_pui:holding-921_taxon-4898_accession-48364,LM03017,VIRTUAL_TRIAL,,,,,,,,treated,2005,76,,141,,"77,4",,"94,4",,"75,3",,,
EM03028itkt,2804746,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,treated,2005,84,,"146,5",,"74,7",,"86,7",,"69,2",,,
EM00264itkt,2804798,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,treated,2005,81,,144,,76,,"96,1",,"76,6",,,
EM00264itknt,2804797,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"79,5",,"144,5",,"74,6",,"94,3",,"65,5",,"2,5",
CF03287itkt,2804790,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2005,"79,5",,144,,"78,3",,"84,9",,"67,7",,,
DI04024itknt,2804803,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,79,,"144,5",,"72,6",,"103,6",,72,,"2,5",
CF03226itknt,2804763,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26798,https://doi.org/10.15454/YF5PYW,CF03226,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"83,5",,144,,"73,1",,"98,8",,"68,7",,2,
EM00107itkt,2804756,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,treated,2005,"80,5",,"145,5",,"76,9",,"98,5",,"78,5",,,
LM03001itkt,2804748,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48818,gnpis_pui:holding-921_taxon-4898_accession-48818,LM03001,VIRTUAL_TRIAL,,,,,,,,treated,2005,"92,5",,"146,5",,"66,2",,"80,5",,"64,2",,,
EM03028itknt,2804745,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,84,,145,,"74,9",,"97,7",,"67,8",,2,
CF03226itkt,2804764,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26798,https://doi.org/10.15454/YF5PYW,CF03226,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,144,,"74,2",,"86,5",,69,,,
LM03001itknt,2804747,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48818,gnpis_pui:holding-921_taxon-4898_accession-48818,LM03001,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"88,5",,"146,5",,"68,2",,"84,6",,"58,8",,2,
EM03149itkt,2804762,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,treated,2005,"81,5",,"143,5",,"75,1",,"92,1",,"73,5",,,
LM03051itknt,2804773,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48773,gnpis_pui:holding-921_taxon-4898_accession-48773,LM03051,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,87,,148,,"65,3",,"70,8",,"49,2",,"5,5",
Apacheitknt,2804787,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"79,5",,141,,"78,3",,"90,3",,"62,7",,"2,5",
EM03041itkt,2804744,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,treated,2005,76,,147,,"69,2",,"90,8",,"72,4",,,
CF03342itknt,2804785,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"73,5",,146,,"72,2",,"99,5",,"69,1",,"3,5",
Apacheitkt,2804788,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2005,"79,5",,141,,"78,9",,"92,4",,"73,7",,,
CF03341itkt,2804784,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26799,https://doi.org/10.15454/PNFUBY,CF03341,VIRTUAL_TRIAL,,,,,,,,treated,2005,83,,147,,"72,9",,"95,1",,"75,8",,,
CF03341itknt,2804783,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26799,https://doi.org/10.15454/PNFUBY,CF03341,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,80,,"146,5",,"73,6",,"103,3",,"71,8",,2,
DI04024itkt,2804804,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,treated,2005,82,,"144,5",,"73,6",,"102,2",,"81,5",,,
EM03041itknt,2804743,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"74,5",,"146,5",,"68,9",,"100,5",,"69,8",,"2,5",
LM03022itknt,2804749,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48608,gnpis_pui:holding-921_taxon-4898_accession-48608,LM03022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,79,,146,,"73,6",,"87,4",,"60,7",,2,
DI04019itknt,2804765,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,79,,"143,5",,72,,"114,9",,"79,8",,"2,5",
LM03022itkt,2804750,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48608,gnpis_pui:holding-921_taxon-4898_accession-48608,LM03022,VIRTUAL_TRIAL,,,,,,,,treated,2005,"80,5",,"145,5",,"74,3",,"82,8",,66,,,
EM03193itknt,2804769,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,27038,https://doi.org/10.15454/DPT3VI,EM03193,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,76,,145,,"74,2",,"105,2",,"73,1",,2,
LM03015itkt,2804796,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,treated,2005,82,,144,,"74,5",,"95,1",,"75,9",,,
CF03342itkt,2804786,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,treated,2005,"77,5",,"144,5",,"72,5",,101,,"80,5",,,
Skerzzoitknt,2804801,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"92,5",,145,,"80,2",,"90,7",,63,,"2,5",
DI04015itkt,2804760,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,VIRTUAL_TRIAL,,,,,,,,treated,2005,"79,5",,141,,"77,2",,"94,9",,"75,7",,,
Skerzzoitkt,2804802,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2005,91,,"144,5",,"80,6",,"83,3",,"66,4",,,
DI04015itknt,2804759,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,77,,141,,"74,2",,"100,6",,"69,9",,"2,5",
DI04022itknt,2804805,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"86,5",,145,,"75,2",,106,,"73,6",,2,
LM03015itknt,2804795,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"80,5",,144,,"73,8",,"104,3",,"72,5",,3,
LM03051itkt,2804774,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,48773,gnpis_pui:holding-921_taxon-4898_accession-48773,LM03051,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,148,,"65,5",,"77,3",,"61,6",,,
Chargeritkt,2804780,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2005,"73,5",,144,,"72,9",,"102,9",,"82,1",,,
Chargeritknt,2804779,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"74,5",,143,,"69,3",,"101,6",,"70,6",,"4,5",
Farandoleitkt,2804778,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2005,81,,143,,"74,2",,"93,3",,"74,4",,,
Caphornitknt,2804775,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,76,,141,,"76,4",,"102,8",,"71,4",,3,
Caphornitkt,2804776,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2005,79,,141,,"76,7",,"96,7",,"77,1",,,
DI04022itkt,2804806,BTH_Dijon_2005_SetA2,BTH_Dijon_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,VIRTUAL_TRIAL,,,,,,,,treated,2005,"88,5",,"145,5",,"71,3",,"93,1",,"74,2",,,
