WTO_ID:class_ID;WTO class name(PrefLabel);WTO synonyms;Definitions WTO;Verification (Origin_ Way to find the possible alignement);Mappings;Sub mapping info;Information adout the mapping;CO_321_ID:trait_ID;CO_321 trait name;CO_321 (Variable ID);CO_321 (Variable Name);Definitions CO321;Synonyme;Reason for alignement;WTO -> CO_321;CO_321 -> WTO;Comments (Explanation of asymmetry);Suppl. info;Validation of the alignment;Comments from GitLab;Comments from Claire et Michael;Comments from Cyril / Maud;Question aux experts correspondante;
http://purl.obolibrary.org/obo/WTO_0000066;awn;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;no appropriate matching found;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000125;awn color;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000960;Awn color;CO_321:0001453;AwnCol_E_1to6;Awn color.;;exact match;1;1;symmetric;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000126;awn length;;2:Very short 3:Short 4:Slightly short 5:Intermediate 6:Slightly long 7:Long 8:Very long. Measurement of the longest 10 awns, and/or comparison with standard cultivars;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000026;Awn length;CO_321:0001052;AwnLng_M_cm;Awn length.;;exact match;1;1;symmetric;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000452;bacterial leaf blight resistance;resistance to Pseudomonas syringae pv. syringae;;bacterial disease name/ depends on the time (occurence of a disease in a specified period of time);0;;All info;CO_321:0000932;Bacterial leaf blight severity;CO_321:0501004;BLSSev_E_0to9;Wheat bacterial leaf blight incidence in the plants caused by the agent pseudomonas syringae pv. syringae. symptoms: small (less than 0.04 inches) water-soaked lesions expand and eventually coalesce. Initial lesions become necrotic and turn from gray-green to tan-white. Entire leaves may become necrotic, but heads and glumes are typically symptomless.;;(1) Rule 1.;1;1;;;Validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;CO_321:0000931 : supprimée, obsolete;;;
http://purl.obolibrary.org/obo/WTO_0000067;beginning of anthesis;;Zadok growth stage 60;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;;;CO_321:0000121;Anthesis time;CO_321:0501001;Ant_E_jd;Anthesis or flowering time is the period during which a flower is fully open and functional. pollination and fertilization occur during this period.;Flowering time;As presented date is just one it could be considered that the date of anthesis time in CO321 correspond to the beggining of anthesis (WTO);1;1;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000302;billbug resistance;;;;0;;;;;;;;;no appropriate mapping found;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;Maladie/agent absent de CO.;;;
http://purl.obolibrary.org/obo/WTO_0000453;boron toxicity;B toxicity;http://www.cropscience.org.au/icsc2004/poster/2/5/5/899_punchanas.htm;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.4;Suppl. info;CO_321:0000678;Boron tolerance;CO_321:0001078;BTol_E_1to9;Plant tolerance to high levels of soil boron.;;Rule 3. (1) Boron toxicity and boron tolerance represent high level of  boron in the plant that dive a reaon for mapping. Rule 3;1;1;oui /the mapping is symetric;https://link.springer.com/article/10.1007/s00425-019-03220-4;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000210;boron use efficiency;;;;0;;;;;;;;;no appropriate mapping was found;;;efficiency is different from content;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000127;bread making quality;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.2;;CO_321:0500001;Baking quality;;;;;;1;1;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;8;;;;
http://purl.obolibrary.org/obo/WTO_0000127;bread making quality;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;8;;;CO_321:1010150;bread score;CO_321:1000233;NpainC;;Breadmaking test CNERNA: bread score;The trait bread score in CO321 is a part of the trait bread making quality that is presented in WTO;;;https://bakerpedia.com/processes/bread-baking-test/;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;8;;;;
http://purl.obolibrary.org/obo/WTO_0000127;bread making quality;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;8;;;CO_321:1010147;bread volume;CO_321:1000235;volC;;Breadmaking test CNERNA: bread volume;The trait bread volume in CO321 is a part of the trait bread making quality that is presented in WTO;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;8;;;;
http://purl.obolibrary.org/obo/WTO_0000211;bread smell;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000531;cadmium toxicity;Cd toxicity;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0500026;Grain Cadmium content;CO_321:0501064;GCadm_M_ppm;Content of Cadmium in grain.;;(1)Need to present high level in the straw and in the grain (2)no appropriate mapping found;1;0;non, toxicité pour la plante (WTO)/ME:The mapping code is changed to 3+0;;Need to presence the micro element into another part of the plant;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000286;Cecidomyides resistance;;;;0;;;;;;;;;no appropriate mapping found;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;Maladie/agent absent de CO.;;;
http://purl.obolibrary.org/obo/WTO_0000128;chemosensitivity;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;;no  mapping;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000384;Chloris Striate Mosaic resistance;resistance to Australian Wheat Striate Mosaic;;;0;;;;;;;;;no appropriate mapping found;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;A vérifier avec expert si alignement avec Soil borne mosaic incidence et Soil borne mosaic plant response. Assymetrique. CO plus général. Justification : Polymyxa graminis est le vecteur des différents virus de la mosaique jaune.;;3;
http://purl.obolibrary.org/obo/WTO_0000532;chrome toxicity;Cr toxicity;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000533;cobalt toxicity;Co toxicity;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0500028;Grain Cobalt content;CO_321:0501066;GCoba_M_ppm;Content of Cobalt in grain.;;(1)Need to present high level in the straw and in the grain (2)no appropriate mapping found;1;0;non, toxicité pour la plante (WTO)/ME:The mapping code is changed to 3+0;;Need to presence the micro element into another part of the plant;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000304;cold resistance;Cold-hardiness cold hardiness ;;from WTO-WIPO alignment;0;;;CO_321:1010144;Frost susceptibility;CO_321:1000271;fr;;;(1)Frost resistance is not cold resistance (2)no appropriate mapping found;0;0;non/ME:The mapping code is changed to 0;;;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000304;cold resistance;Cold-hardiness, cold hardiness;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.4;;CO_321:0000080;Cold tolerance;CO_321:0001098;ColdTol_E_1to5;Plant tolerance to lower temperatures than the optimum.;Low temperature tolerance, Cold susceptibility;(1)Rule 4;1;1;oui;;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000305;cold tolerance;;NARO: judgment by the rate of winter-killing and the degree of damage after overwintering.;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000080;Cold tolerance;CO_321:0001098;ColdTol_E_1to5;Plant tolerance to lower temperatures than the optimum.;Low temperature tolerance, Cold susceptibility;Exact match;1;1;oui;;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000070;coleoptile length;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000029;Coleoptile length;CO_321:0001099;ColeopLng_M_cm;Length of coleoptile (a protective sheath that surrounds the shoot tip and the embryonic leaves of the young shoot of grasses).;;exact match;1;1;symmetric;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000534;copper toxicity;Cu toxicity;http://www.springerlink.com/content/061l443317932820/;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0500029;Grain Copper content;CO_321:0501067;GCopp_M_ppm;Content of Copper in grain.;;(1)Need to present high level in the straw and in the grain (2)no appropriate mapping found;1;0;non, toxicité pour la plante (WTO)/ME:The mapping code is changed to 3+0;;Need to presence the micro element into another part of the plant;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000213;copper use efficiency;;;;0;;;;;;;;;no appropriate mapping was found;;;efficiency is different from content;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000071;crop yield;grain yield;NARO: Comparison of weight of whole-grains per area with a standard cultivar.;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.2;;CO_321:0000013;Grain yield;CO_321:0001217;GY_Calc_gm2;Amount (weight) of grains that was harvested.;;In WTO the crop yield is a synonym of grain yield;1;1;Concerning the synonyms they are symmetric;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000306;crude protein content of the flour;crude protein content;NARO: total nitrogen % in 60% flour x 5.70.;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;7;;;CO_321:0000067;Flour protein content;CO_321:0001136;FlrProt_Kjl_pct;Total protein content (corrected to 12.5% moisture basis) in refined flour.;;"The trait i CO321 'flour protein content' is more general than the trait in WTO ""crude protein content of the flour"" ";;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;ok;;;;
http://purl.obolibrary.org/obo/WTO_0000214;crumb colour;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000215;crumb firmness;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;7;;;CO_321:0000065;Bread crumb structure;;;;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;firmness is part of the structure quality;;;
http://purl.obolibrary.org/obo/WTO_0000072;culm length;stem length;NARO: Length from ground level to the ear neck of the longest culm measurement;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000060;Stem length;CO_321:0001378;StmLng_M_cm;Length of stem.;;exact match;1;1;symmetric;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000216;cytoplasmic male sterility;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000011;development;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;;;CO_321:0000016;Growth stage;;;;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000307;discoloration of flour;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000308;dough extensibility;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;8;;;CO_321:0000212;Dough alveograph value L;CO_321:0001113;AlvL_M_mm;L value is the extensibility of the dough before the bubble breaks. it is indicated by the length of the curve.;L value, Dough extensibility;"The synonym in CO321 is ""L value. Dough extensibility"" that together with the description in CO321 cover completely  the meaning in ""dough extensibility""";;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;Mesure L plus spécifique que extensibility;;;
http://purl.obolibrary.org/obo/WTO_0000309;dough resistance to shearing;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;2;;;CO_321:0000213;Dough alveograph value P;CO_321:0001114;AlvP_M_mm;P value is the force required to blow the bubble of dough. it is indicated by the maximum height of the curve.;P value, Dough resistance, Dough tenacity;"The trait ivalue dough n CO321 have the synonym ""dough resistance"" that is a part of the trait ""dough resistance to shearing""";;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000310;dough strength;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.2;;CO_321:0000145;Dough alveograph P/L;CO_321:0001111;AlvPL_Calc_Idx;Ratio of tenacity (p, maximum pressure required for the deformation of the sample) and extensibility (l, length of the curve) of dough.;Dough strength and extensibility;exact match concerning the synonyms;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000311;drought tolerance;drought resistance, drought sensitivity, drought susceptibility, adaptation capabilities to drought;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000131;Drought tolerance;CO_321:0001120;DroughtTol_E_1to5;Plant tolerance to drought conditions.;;exact match;1;1;oui;;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000311;drought tolerance;drought resistance, drought sensitivity, drought susceptibility, adaptation capabilities to drought;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:1010085;Soil water reserve;CO_321:1000208;SOIL-WR;;;When the soil water reserves are higher;1;0;When the soil water reserve are lower;;;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000582;dry gluten content;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000582;dry gluten content;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;5;;;CO_321:0000069;Flour gluten content;CO_321:0001134;FLRGluCon_M_pct;Content of wet gluten in flour.;;The trait in CO321 describe wet gluten that is defferent from dry gluten in WTO;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;ok;;;;
http://purl.obolibrary.org/obo/WTO_0000131;dry matter grain yield;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;;;CO_321:1010117;Grain dry matter per sample;CO_321:1000077;GY15.bot_g;;Grain dry matter per sample;;;;Grain dry matter per yield (WTO) is not the same size as per sample (CO321);to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;not sure, let's keep as it is.;j'aurais dit 1;;;
http://purl.obolibrary.org/obo/WTO_0000073;ear emergence time;;NARO : Observation: Date when 40-50% ears of available stems have emerged;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.3;;CO_321:1010012;Ear emergence;CO_321:1000036;D.Z55_d;;Ear emergence (Z55) / D.Z55.DAYS_SUM_d;the date represent in the variable;1;1;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000133;ear number per meter of row;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;;Coming from WTO-WIPO 2;CO_321:0000055;Spike density;CO_321:1000163;SA;Density or compactness of a wheat spike.;;;1;1;;;;;;WTO PrefLabel: early leaf senescence    ou  http://purl.obolibrary.org/obo/WTO_0000132;;
http://purl.obolibrary.org/obo/WTO_0000132;ear number per meter of row;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;7;;;CO_321:0000166;Spike number;CO_321:0001599;SN_Calc_Spksm2;Number of spikes (fertile culms) per unit area, sample or plant.;Ear number;Ear number is a synonym ;1;0;The asymmetry come from the size;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;7;;;;
http://purl.obolibrary.org/obo/WTO_0000074;ear-bearing tiller density;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000219;endosperm texture;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000135;erect plant habit;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0000015;Plant growth habit;CO_321:0001300;GrwHabit_E_1to5;Observe the growth habit of wheat plants during tillering stages and rate whether erect/semi-erect/prostrate/semi-spreading/spreading;;exact match from number of the scale;1;1;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;ok;phénotype;WTO PrefLabel:  excessive rain   ou http://purl.obolibrary.org/obo/WTO_0000134;;
